Name,contract_id,Total,APY,APY%,Guarantee,contract_type,year_signed,Position,year,base_salary,contract_year_1,contract_year_2,player_id,position_y1,unit_y1,offense_y1,pass_block_y1,run_block_y1,receiving_y1,pass_y1,run_y1,defense_y1,coverage_y1,pass_rush_y1,run_defense_y1,player_y1,year_in_league_y1,season_count_y1,war_y1,waa_y1,height_y1,weight_y1,total_alignments_played_y1,total_positions_played_y1,total_snap_count_y1,weeks_played_y1,snap_count_per_week_played_y1,HB_total_snaps_y1,WR_total_snaps_y1,SWR_total_snaps_y1,QB_total_snaps_y1,LT_total_snaps_y1,LG_total_snaps_y1,C_total_snaps_y1,RG_total_snaps_y1,RT_total_snaps_y1,FB_total_snaps_y1,TE_total_snaps_y1,LED_total_snaps_y1,RED_total_snaps_y1,LID_total_snaps_y1,RID_total_snaps_y1,NT_total_snaps_y1,LB_total_snaps_y1,SCB_total_snaps_y1,CB_total_snaps_y1,FS_total_snaps_y1,SS_total_snaps_y1,main_position_y1,position_y2,unit_y2,offense_y2,pass_block_y2,run_block_y2,receiving_y2,pass_y2,run_y2,defense_y2,coverage_y2,pass_rush_y2,run_defense_y2,player_y2,year_in_league_y2,season_count_y2,war_y2,waa_y2,height_y2,weight_y2,total_alignments_played_y2,total_positions_played_y2,total_snap_count_y2,weeks_played_y2,snap_count_per_week_played_y2,HB_total_snaps_y2,WR_total_snaps_y2,SWR_total_snaps_y2,QB_total_snaps_y2,LT_total_snaps_y2,LG_total_snaps_y2,C_total_snaps_y2,RG_total_snaps_y2,RT_total_snaps_y2,FB_total_snaps_y2,TE_total_snaps_y2,LED_total_snaps_y2,RED_total_snaps_y2,LID_total_snaps_y2,RID_total_snaps_y2,NT_total_snaps_y2,LB_total_snaps_y2,SCB_total_snaps_y2,CB_total_snaps_y2,FS_total_snaps_y2,SS_total_snaps_y2,main_position_y2
Jarvis Landry,15141,15982000,15982000,0.090191874,0,Franchise,2018,WR,2018.0,15982000.0,2017,2016,8698,WR,offense,77.245,62.20000000000001,69.265,77.65,55.1,56.6,60.025,,,60.0,Jarvis Landry,4.0,3.0,0.331,0.13125641025641,511.0,196.0,16.0,5.0,955.0,16.0,59.6875,10.0,358.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,81.84761904761905,,62.642857142857146,83.29523809523809,60.0,62.17368421052631,60.0,,,,Jarvis Landry,3.0,2.0,0.4,0.219520179372197,511.0,196.0,14.0,5.0,973.0,17.0,57.23529411764706,6.0,316.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SWR
Mike Evans,15393,82500000,16500000,0.093115124,38258000,Extension,2018,WR,2018.0,8258000.0,2017,2016,8642,WR,offense,78.53999999999999,,76.725,77.39500000000001,,,,,,,Mike Evans,4.0,3.0,0.371,0.17625641025641,605.0,231.0,10.0,3.0,904.0,15.0,60.266666666666666,0.0,736.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,88.57142857142857,,78.47142857142858,87.67142857142856,,,60.0,60.0,,,Mike Evans,3.0,2.0,0.635,0.445520179372197,605.0,231.0,9.0,3.0,975.0,16.0,60.9375,0.0,833.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR
Sammy Watkins,15285,48000000,16000000,0.090293454,30000000,UFA,2018,WR,2018.0,790000.0,2017,2016,8639,WR,offense,71.2,70.42727272727274,72.3047619047619,69.48095238095237,,,,,,,Sammy Watkins,4.0,3.0,0.189,0.0212564102564103,601.0,211.0,9.0,4.0,870.0,16.0,54.375,0.0,651.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,73.64285714285714,,64.5047619047619,72.83333333333333,,,,,,,Sammy Watkins,3.0,2.0,0.105,0.0325201793721973,601.0,211.0,10.0,4.0,389.0,8.0,48.625,1.0,299.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Marqise Lee,15297,34000000,8500000,0.047968397,16500000,UFA,2018,WR,2018.0,2250000.0,2017,2016,8674,WR,offense,72.62857142857143,,76.9857142857143,71.22380952380952,59.7,69.775,70.2,60.70000000000001,,,Marqise Lee,4.0,3.0,0.223,0.0522564102564103,600.0,196.0,15.0,5.0,882.0,17.0,51.88235294117647,4.0,747.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,66.17142857142856,,70.33809523809524,65.28571428571429,69.5,58.52307692307692,,,,,Marqise Lee,3.0,2.0,0.25,0.0725201793721973,600.0,196.0,9.0,3.0,833.0,16.0,52.0625,0.0,723.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Shane Wynn,15343,555000,555000,0.003132054,0,ERFA,2018,WR,2018.0,555000.0,2017,2016,9780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,offense,59.63333333333334,,59.25555555555556,60.20000000000001,,59.70000000000001,,,,,Shane Wynn,2.0,1.0,0.0,-0.0064798206278026,506.0,168.0,10.0,5.0,30.0,5.0,6.0,5.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Allen Robinson,15269,42000000,14000000,0.079006772,18000000,UFA,2018,WR,2018.0,4000000.0,2017,2016,8696,WR,offense,88.3,,60.0,79.1,,,,,,,Allen Robinson II,4.0,3.0,0.016,0.0152564102564103,603.0,211.0,2.0,1.0,4.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,68.29523809523809,,74.16190476190476,67.18571428571428,,,,,,,Allen Robinson II,3.0,2.0,0.194,-0.0184798206278027,603.0,211.0,10.0,4.0,1072.0,16.0,67.0,2.0,855.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
De\'Anthony Thomas,15383,880000,880000,0.00496614,90000,UFA,2018,WR,2018.0,790000.0,2017,2016,8759,WR,offense,63.46666666666666,,48.58095238095238,67.17619047619048,,56.60000000000001,,,,,De'Anthony Thomas,4.0,3.0,0.038,-0.0027435897435897,508.0,176.0,13.0,5.0,207.0,16.0,12.9375,15.0,62.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,55.625,,44.73125,62.63125,,50.82857142857143,61.2,,,60.0,De'Anthony Thomas,3.0,2.0,-0.017,-0.0314798206278027,508.0,176.0,11.0,4.0,83.0,12.0,6.916666666666667,9.0,38.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Tavon Austin,15759,7000000,7000000,0.039503386,5000000,Other,2018,WR,2018.0,1000000.0,2017,2016,7789,WR,offense,63.94761904761905,,67.17142857142856,58.61904761904762,,65.32380952380952,,,,,Tavon Austin,5.0,4.0,0.014,-0.0297435897435897,508.0,179.0,14.0,5.0,238.0,17.0,14.0,67.0,69.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,60.60952380952381,74.52941176470588,67.80952380952381,58.833333333333336,,65.39047619047619,60.0,,,60.0,Tavon Austin,4.0,3.0,-0.03,-0.187479820627803,508.0,179.0,18.0,6.0,750.0,15.0,50.0,23.0,311.0,381.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Donte Moncrief,15284,9600000,9600000,0.054176072,9600000,UFA,2018,WR,2018.0,5600000.0,2017,2016,8725,WR,offense,60.542857142857144,,52.91904761904762,61.642857142857146,,,,,,,Donte Moncrief,4.0,3.0,0.034,-0.0927435897435897,602.0,216.0,13.0,4.0,631.0,12.0,52.583333333333336,4.0,536.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,73.38095238095238,,76.84761904761905,71.24761904761905,,57.6,,,,,Donte Moncrief,3.0,2.0,0.113,0.0195201793721973,602.0,216.0,14.0,5.0,475.0,9.0,52.77777777777778,10.0,347.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Tavon Austin,15625,7000000,7000000,0.039503386,5000000,Other,2018,WR,2018.0,1000000.0,2017,2016,7789,WR,offense,63.94761904761905,,67.17142857142856,58.61904761904762,,65.32380952380952,,,,,Tavon Austin,5.0,4.0,0.014,-0.0297435897435897,508.0,179.0,14.0,5.0,238.0,17.0,14.0,67.0,69.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,60.60952380952381,74.52941176470588,67.80952380952381,58.833333333333336,,65.39047619047619,60.0,,,60.0,Tavon Austin,4.0,3.0,-0.03,-0.187479820627803,508.0,179.0,18.0,6.0,750.0,15.0,50.0,23.0,311.0,381.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Paul Richardson,15293,40000000,8000000,0.045146727,12500000,UFA,2018,WR,2018.0,1500000.0,2017,2016,8680,WR,offense,68.4,,55.60952380952381,68.02380952380952,,,,,,,Paul Richardson Jr.,4.0,3.0,0.144,-0.0397435897435897,600.0,170.0,9.0,3.0,831.0,16.0,51.9375,0.0,727.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,70.96666666666667,,66.39047619047619,70.22380952380952,,56.2,,,,,Paul Richardson Jr.,3.0,2.0,0.166,0.0825201793721973,600.0,170.0,11.0,5.0,437.0,17.0,25.705882352941178,4.0,379.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Brian Quick,15417,880000,880000,0.00496614,60000,UFA,2018,WR,2018.0,790000.0,2017,2016,7037,WR,offense,77.81904761904762,,59.74285714285714,76.10952380952381,,,60.0,,60.0,,Brian Quick,6.0,5.0,0.054,0.0372564102564103,603.0,215.0,10.0,3.0,77.0,8.0,9.625,0.0,55.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,63.10952380952381,65.7,53.27142857142857,64.34285714285714,,,,,,,Brian Quick,5.0,4.0,0.033,-0.107479820627803,603.0,215.0,9.0,3.0,717.0,16.0,44.8125,4.0,479.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Danny Amendola,15288,12000000,6000000,0.033860045,5950000,UFA,2018,WR,2018.0,2950000.0,2017,2016,4717,WR,offense,72.89047619047619,,72.52857142857142,71.37619047619049,58.1,56.2,,,,,Danny Amendola,9.0,8.0,0.272,0.0972564102564103,511.0,190.0,15.0,5.0,742.0,18.0,41.22222222222222,1.0,144.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,69.60952380952381,,58.86666666666667,68.83809523809524,,63.1,,,,,Danny Amendola,8.0,7.0,0.104,0.0215201793721973,511.0,190.0,10.0,4.0,360.0,15.0,24.0,4.0,34.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
John Brown,15264,5000000,5000000,0.028216704,4000000,UFA,2018,WR,2018.0,1000000.0,2017,2016,8726,WR,offense,61.599999999999994,,40.65714285714286,62.857142857142854,,63.10000000000001,,,,,John Brown,4.0,3.0,0.026,-0.0797435897435897,511.0,178.0,9.0,3.0,500.0,10.0,50.0,0.0,327.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,69.93333333333332,,70.67619047619048,68.96190476190476,,63.1,,,,,John Brown,3.0,2.0,0.16,0.0335201793721973,511.0,178.0,8.0,2.0,604.0,15.0,40.266666666666666,0.0,389.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Taylor Gabriel,15525,26000000,6500000,0.036681716,14000000,UFA,2018,WR,2018.0,2500000.0,2017,2016,9002,WR,offense,67.05714285714286,,57.17619047619048,67.67142857142856,,56.279999999999994,,,,,Taylor Gabriel,4.0,3.0,0.092,-0.0297435897435897,508.0,165.0,12.0,4.0,579.0,18.0,32.166666666666664,0.0,478.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,83.14500000000001,62.4,61.575,81.58,,67.53076923076922,,,,,Taylor Gabriel,3.0,2.0,0.256,0.161520179372197,508.0,165.0,12.0,4.0,439.0,16.0,27.4375,0.0,343.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Michael Crabtree,15437,21000000,7000000,0.039503386,8000000,SFA,2018,WR,2018.0,1000000.0,2017,2016,4933,WR,offense,74.94285714285714,,76.50952380952381,73.87142857142857,,,,,,,Michael Crabtree,9.0,8.0,0.14,0.0112564102564103,601.0,215.0,10.0,4.0,609.0,14.0,43.5,2.0,481.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,79.05714285714286,,71.47142857142858,79.78571428571429,,,,,,,Michael Crabtree,8.0,7.0,0.262,0.0815201793721973,601.0,215.0,15.0,5.0,901.0,17.0,53.0,15.0,659.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Jaron Brown,15514,5500000,2750000,0.015519187,2750000,UFA,2018,WR,2018.0,800000.0,2017,2016,8128,WR,offense,64.27619047619048,31.439999999999998,74.54285714285714,62.214285714285715,,,,,,,Jaron Brown,5.0,4.0,0.049,-0.12774358974359,603.0,204.0,15.0,5.0,834.0,16.0,52.125,13.0,580.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,66.22857142857143,84.08,65.45714285714286,64.84285714285713,,,,,,,Jaron Brown,4.0,3.0,0.035,-0.0014798206278026,603.0,204.0,12.0,4.0,196.0,7.0,28.0,3.0,143.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Bruce Ellington,15342,1250000,1250000,0.007054176,200000,UFA,2018,WR,2018.0,730000.0,2017,2016,8741,WR,offense,57.61428571428572,,69.93809523809524,56.719047619047615,60.0,59.81052631578948,60.0,,,,Bruce Ellington,4.0,3.0,-0.017,-0.13674358974359,509.0,200.0,15.0,5.0,602.0,11.0,54.72727272727273,17.0,189.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert Wilson,15287,24000000,8000000,0.045146727,14450000,UFA,2018,WR,2018.0,790000.0,2017,2016,8943,WR,offense,71.34285714285714,68.47999999999999,76.44285714285714,70.89047619047619,,47.89,,,,,Albert Wilson,4.0,3.0,0.181,0.0552564102564103,509.0,186.0,16.0,5.0,609.0,14.0,43.5,1.0,242.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,52.25238095238095,,52.19047619047619,52.62857142857143,,65.04615384615384,,,,,Albert Wilson,3.0,2.0,-0.048,-0.153479820627803,509.0,186.0,12.0,5.0,508.0,17.0,29.88235294117647,5.0,123.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Cody Latimer,15481,2500000,2500000,0.014108352,2475000,UFA,2018,WR,2018.0,975000.0,2017,2016,8691,WR,offense,68.47619047619048,,69.67142857142858,67.08571428571429,,,,,,,Cody Latimer,4.0,3.0,0.13,0.0522564102564103,602.0,215.0,10.0,3.0,385.0,11.0,35.0,0.0,190.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,57.88095238095238,,60.2952380952381,57.285714285714285,,,,,,,Cody Latimer,3.0,2.0,0.002,-0.0384798206278027,602.0,215.0,10.0,4.0,221.0,12.0,18.416666666666668,3.0,139.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Ryan Grant,15265,29000000,7375000,0.041619639,0,UFA,2018,WR,2018.0,0.0,2017,2016,8777,WR,offense,69.6,,70.96666666666667,68.65714285714286,,,,,,,Ryan Grant,4.0,3.0,0.138,0.0102564102564103,600.0,204.0,16.0,5.0,629.0,16.0,39.3125,3.0,388.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,51.8,,60.53809523809524,51.24285714285714,,,60.0,,,60.0,Ryan Grant,3.0,2.0,-0.037,-0.0794798206278027,600.0,204.0,11.0,4.0,275.0,16.0,17.1875,2.0,202.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Ryan Grant,15453,5000000,5000000,0.028216704,5000000,UFA,2018,WR,2018.0,1000000.0,2017,2016,8777,WR,offense,69.6,,70.96666666666667,68.65714285714286,,,,,,,Ryan Grant,4.0,3.0,0.138,0.0102564102564103,600.0,204.0,16.0,5.0,629.0,16.0,39.3125,3.0,388.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,51.8,,60.53809523809524,51.24285714285714,,,60.0,,,60.0,Ryan Grant,3.0,2.0,-0.037,-0.0794798206278027,600.0,204.0,11.0,4.0,275.0,16.0,17.1875,2.0,202.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Matt Slater,15491,5000000,2500000,0.014108352,1000000,UFA,2018,WR,2018.0,1200000.0,2017,2016,4467,WR,offense,57.03125,,57.0,56.12857142857143,,,,,,,Matthew Slater,10.0,9.0,0.01,0.0082564102564102,600.0,205.0,4.0,3.0,17.0,7.0,2.4285714285714284,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HB,WR,offense,59.04761904761905,,53.19523809523809,55.55,,62.9,60.0,,,60.0,Matthew Slater,9.0,8.0,-0.009,-0.0134798206278027,600.0,205.0,7.0,4.0,60.0,14.0,4.285714285714286,17.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Deonte Thompson,15523,1800000,1800000,0.010158014,1000000,UFA,2018,WR,2018.0,800000.0,2017,2016,7513,WR,offense,63.671428571428564,,81.10952380952381,62.5,,53.20666666666667,,,,,Deonte Thompson,6.0,5.0,0.045,-0.0287435897435897,600.0,204.0,9.0,3.0,738.0,17.0,43.411764705882355,0.0,608.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,62.08095238095238,,54.10476190476191,63.18571428571429,,,,,,,Deonte Thompson,5.0,4.0,0.073,0.0135201793721973,600.0,204.0,10.0,3.0,332.0,15.0,22.133333333333333,0.0,299.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Andre Roberts,15582,1005000,1005000,0.005671558,90000,UFA,2018,WR,2018.0,915000.0,2017,2016,5612,WR,offense,64.8952380952381,,72.75714285714287,61.980952380952374,,,60.0,,,,Andre Roberts,8.0,7.0,0.027,0.0202564102564103,511.0,195.0,6.0,2.0,33.0,9.0,3.6666666666666665,0.0,25.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,59.07142857142857,,43.10952380952381,60.15238095238095,,,,,,,Andre Roberts,7.0,6.0,0.039,-0.0164798206278027,511.0,195.0,11.0,4.0,270.0,17.0,15.882352941176471,10.0,172.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Allen Hurns,15574,11000000,5500000,0.031038375,2500000,SFA,2018,WR,2018.0,2500000.0,2017,2016,8931,WR,offense,73.9857142857143,65.7,72.12380952380951,73.12380952380951,,,,,,,Allen Hurns,4.0,3.0,0.209,0.0842564102564103,603.0,201.0,10.0,3.0,637.0,13.0,49.0,0.0,222.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,59.285714285714285,72.0,53.400000000000006,59.81904761904762,,,,,,,Allen Hurns,3.0,2.0,-0.039,-0.173479820627803,603.0,201.0,15.0,4.0,647.0,11.0,58.81818181818182,0.0,207.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Mike Wallace,15568,1915000,1915000,0.010806998,1915000,UFA,2018,WR,2018.0,915000.0,2017,2016,5007,WR,offense,63.10476190476191,,60.023809523809526,63.233333333333334,,56.6,,,,,Mike Wallace,9.0,8.0,0.181,0.0312564102564103,600.0,200.0,12.0,4.0,730.0,15.0,48.666666666666664,3.0,647.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,71.4,,52.74285714285714,72.52380952380952,,56.528571428571425,,,,,Mike Wallace,8.0,7.0,0.204,0.0205201793721973,600.0,200.0,10.0,4.0,886.0,16.0,55.375,1.0,729.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Terrelle Pryor,15567,4500000,4500000,0.025395034,2000000,UFA,2018,WR,2018.0,3000000.0,2017,2016,6944,WR,offense,58.766666666666666,,55.81428571428571,58.55238095238095,,,,,,,Terrelle Pryor Sr.,7.0,6.0,-0.036,-0.11374358974359,604.0,228.0,7.0,2.0,384.0,9.0,42.666666666666664,0.0,332.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,76.11904761904762,,62.714285714285715,80.41428571428571,44.84736842105263,46.59473684210526,60.0,60.0,,,Terrelle Pryor Sr.,6.0,5.0,0.209,-0.0104798206278027,604.0,228.0,13.0,6.0,925.0,16.0,57.8125,2.0,772.0,123.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR
Jeff Janis,15619,1250000,1250000,0.007054176,0,UFA,2018,WR,2018.0,1150000.0,2017,2016,8870,WR,offense,59.72380952380953,66.2,63.647619047619045,59.075,,,,,,,Jeff Janis,4.0,3.0,0.001,-0.0087435897435897,603.0,219.0,9.0,4.0,52.0,8.0,6.5,6.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,54.45263157894736,43.3,61.678947368421056,53.57058823529412,,69.41111111111111,,,,,Jeff Janis,3.0,2.0,-0.03,-0.0844798206278027,603.0,219.0,11.0,4.0,269.0,17.0,15.823529411764707,12.0,191.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Kendall Wright,15620,1000000,1000000,0.005643341,400000,UFA,2018,WR,2018.0,800000.0,2017,2016,7026,WR,offense,71.31904761904762,,68.75238095238095,70.65238095238095,,,,,,,Kendall Wright,6.0,5.0,0.158,0.0242564102564103,510.0,185.0,12.0,3.0,595.0,16.0,37.1875,0.0,182.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,72.89444444444445,65.4,58.388888888888886,72.21111111111111,,,,,,,Kendall Wright,5.0,4.0,0.116,0.0465201793721973,510.0,185.0,11.0,5.0,320.0,11.0,29.09090909090909,1.0,43.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
