Name,contract_id,Total,APY,APY%,Guarantee,contract_type,year_signed,Position,year,base_salary,contract_year_1,contract_year_2,player_id,position_y1,unit_y1,offense_y1,pass_block_y1,run_block_y1,receiving_y1,pass_y1,run_y1,defense_y1,coverage_y1,pass_rush_y1,run_defense_y1,player_y1,year_in_league_y1,season_count_y1,war_y1,waa_y1,height_y1,weight_y1,total_alignments_played_y1,total_positions_played_y1,total_snap_count_y1,weeks_played_y1,snap_count_per_week_played_y1,HB_total_snaps_y1,WR_total_snaps_y1,SWR_total_snaps_y1,QB_total_snaps_y1,LT_total_snaps_y1,LG_total_snaps_y1,C_total_snaps_y1,RG_total_snaps_y1,RT_total_snaps_y1,FB_total_snaps_y1,TE_total_snaps_y1,LED_total_snaps_y1,RED_total_snaps_y1,LID_total_snaps_y1,RID_total_snaps_y1,NT_total_snaps_y1,LB_total_snaps_y1,SCB_total_snaps_y1,CB_total_snaps_y1,FS_total_snaps_y1,SS_total_snaps_y1,main_position_y1,position_y2,unit_y2,offense_y2,pass_block_y2,run_block_y2,receiving_y2,pass_y2,run_y2,defense_y2,coverage_y2,pass_rush_y2,run_defense_y2,player_y2,year_in_league_y2,season_count_y2,war_y2,waa_y2,height_y2,weight_y2,total_alignments_played_y2,total_positions_played_y2,total_snap_count_y2,weeks_played_y2,snap_count_per_week_played_y2,HB_total_snaps_y2,WR_total_snaps_y2,SWR_total_snaps_y2,QB_total_snaps_y2,LT_total_snaps_y2,LG_total_snaps_y2,C_total_snaps_y2,RG_total_snaps_y2,RT_total_snaps_y2,FB_total_snaps_y2,TE_total_snaps_y2,LED_total_snaps_y2,RED_total_snaps_y2,LID_total_snaps_y2,RID_total_snaps_y2,NT_total_snaps_y2,LB_total_snaps_y2,SCB_total_snaps_y2,CB_total_snaps_y2,FS_total_snaps_y2,SS_total_snaps_y2,main_position_y2
Travis Benjamin,1077,24000000,6000000,0.038642365,13000000,UFA,2016,WR,2016.0,2750000.0,2015,2014,7100,WR,offense,71.70952380952382,,55.67619047619048,71.94761904761906,,55.416666666666664,,,,,Travis Benjamin,4.0,3.0,0.116,-0.079991341991342,510.0,175.0,10.0,4.0,874.0,16.0,54.625,1.0,785.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,74.86666666666667,,56.095238095238095,75.11428571428571,,62.55714285714286,60.0,,,,Travis Benjamin,3.0,2.0,0.069,-0.0016171171171171,510.0,175.0,9.0,3.0,394.0,16.0,24.625,1.0,348.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Mohamed Sanu,963,32500000,6500000,0.041862562,14000000,UFA,2016,WR,2016.0,1000000.0,2015,2014,7084,WR,offense,59.60952380952381,70.31428571428572,60.528571428571425,57.833333333333336,,75.0,,,,,Mohamed Sanu,4.0,3.0,-0.001,-0.153991341991342,602.0,215.0,15.0,6.0,720.0,17.0,42.35294117647059,6.0,113.0,586.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,70.81904761904762,70.6,65.9047619047619,67.95714285714286,85.445,60.42857142857143,,,,,Mohamed Sanu,3.0,2.0,0.173,-0.0446171171171171,602.0,215.0,20.0,6.0,1075.0,17.0,63.23529411764706,13.0,454.0,570.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Marvin Jones,962,40000000,8000000,0.051523153,13000000,UFA,2016,WR,2016.0,3000000.0,2015,2014,7158,WR,offense,70.46666666666667,,65.96190476190476,70.8952380952381,,58.220000000000006,,,,,Marvin Jones Jr.,4.0,3.0,0.28,0.086008658008658,602.0,198.0,16.0,5.0,996.0,17.0,58.588235294117645,2.0,815.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Fuller,20543,600000,600000,0.003864236,0,ERFA,2016,WR,2016.0,600000.0,2015,2014,7953,WR,offense,57.22857142857143,,55.53333333333334,57.63809523809524,,,,,,,Corey Fuller,3.0,2.0,-0.013,-0.048991341991342,602.0,196.0,9.0,3.0,170.0,12.0,14.166666666666666,0.0,141.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,59.25714285714286,,62.57142857142857,58.41904761904762,,,,,,,Corey Fuller,2.0,1.0,0.033,-0.0576171171171171,602.0,196.0,8.0,3.0,429.0,17.0,25.235294117647058,11.0,377.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Brian Quick,7903,1750000,1750000,0.01127069,1500000,UFA,2016,WR,2016.0,1250000.0,2015,2014,7037,WR,offense,57.73888888888889,,70.1888888888889,55.0,,,,,,,Brian Quick,4.0,3.0,-0.046,-0.103991341991342,603.0,215.0,9.0,4.0,359.0,13.0,27.615384615384617,14.0,325.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,73.34285714285713,,65.54285714285713,74.65714285714287,,59.2,,,,,Brian Quick,3.0,2.0,0.103,0.0343828828828829,603.0,215.0,6.0,3.0,355.0,7.0,50.714285714285715,4.0,333.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Jermaine Kearse,2302,13500000,4500000,0.028981774,6300000,UFA,2016,WR,2016.0,800000.0,2015,2014,7428,WR,offense,66.11428571428571,,70.33333333333333,64.65238095238095,,,,,,,Jermaine Kearse,4.0,3.0,0.188,0.001008658008658,601.0,209.0,10.0,4.0,895.0,18.0,49.72222222222222,1.0,772.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,62.11428571428572,69.39999999999999,54.94761904761905,61.4952380952381,68.5,69.1,,,,,Jermaine Kearse,3.0,2.0,0.181,-0.0056171171171171,601.0,209.0,16.0,5.0,987.0,18.0,54.833333333333336,1.0,554.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Rishard Matthews,1482,15000000,5000000,0.032201971,2500000,UFA,2016,WR,2016.0,2500000.0,2015,2014,7211,WR,offense,73.60000000000001,,62.39523809523809,73.06666666666668,,56.20000000000001,,,,,Rishard Matthews,4.0,3.0,0.164,0.056008658008658,600.0,217.0,10.0,5.0,532.0,11.0,48.36363636363637,1.0,424.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,63.36666666666667,67.8,68.74285714285713,61.333333333333336,,61.5,,,,,Rishard Matthews,3.0,2.0,-0.001,-0.0396171171171171,600.0,217.0,13.0,4.0,218.0,14.0,15.571428571428571,2.0,167.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Rod Streater,2054,810000,810000,0.005216719,110000,UFA,2016,WR,2016.0,760001.0,2015,2014,7416,WR,offense,68.0,,60.0,66.5,,,,,,,Rod Streater,4.0,3.0,0.005,0.003008658008658,602.0,195.0,4.0,2.0,10.0,1.0,10.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,61.92380952380953,,44.214285714285715,63.3,,,,,,,Rod Streater,3.0,2.0,0.004,-0.0156171171171171,602.0,195.0,9.0,3.0,90.0,3.0,30.0,1.0,36.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Dontrelle Inman,9595,600000,600000,0.003864236,0,ERFA,2016,WR,2016.0,600000.0,2015,2014,6597,WR,offense,57.535000000000004,,65.91499999999999,55.985,,,49.5,51.0,,,Dontrelle Inman,2.0,1.0,-0.055,-0.203991341991342,603.0,205.0,17.0,6.0,714.0,14.0,51.0,4.0,505.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,WR,WR,offense,65.85000000000001,70.2,65.61875,72.25,,,,,,,Dontrelle Inman,1.0,0.0,0.052,0.0243828828828829,603.0,205.0,6.0,3.0,123.0,4.0,30.75,0.0,112.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Rod Streater,22236,810000,810000,0.005216719,110000,UFA,2016,WR,2016.0,760000.0,2015,2014,7416,WR,offense,68.0,,60.0,66.5,,,,,,,Rod Streater,4.0,3.0,0.005,0.003008658008658,602.0,195.0,4.0,2.0,10.0,1.0,10.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,61.92380952380953,,44.214285714285715,63.3,,,,,,,Rod Streater,3.0,2.0,0.004,-0.0156171171171171,602.0,195.0,9.0,3.0,90.0,3.0,30.0,1.0,36.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Seth Roberts,22265,525000,525000,0.003381207,0,ERFA,2016,WR,2016.0,525000.0,2015,2014,9079,WR,offense,53.8,,88.29047619047618,50.17619047619048,,,,,,,Seth Roberts,2.0,1.0,-0.032,-0.167991341991342,602.0,195.0,8.0,2.0,585.0,16.0,36.5625,0.0,89.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Cruz,1667,21500000,7166667,0.04615616,2400000,Other,2016,WR,2016.0,2400000.0,2015,2014,5827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,offense,60.766666666666666,,49.61428571428572,61.719047619047615,,,,,,,Victor Cruz,5.0,4.0,0.038,-0.0336171171171171,601.0,200.0,11.0,3.0,382.0,6.0,63.666666666666664,7.0,80.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Andre Holmes,7773,2000000,2000000,0.012880788,750000,UFA,2016,WR,2016.0,1250000.0,2015,2014,6489,WR,offense,63.84761904761905,66.1,56.12857142857143,64.12380952380951,,,,,,,Andre Holmes,5.0,4.0,-0.023,-0.089991341991342,604.0,210.0,13.0,3.0,357.0,16.0,22.3125,0.0,174.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,66.14285714285714,53.81666666666666,66.315,65.10952380952381,,,,,,,Andre Holmes,4.0,3.0,0.038,-0.122617117117117,604.0,210.0,10.0,5.0,735.0,16.0,45.9375,4.0,659.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Mike Wallace,1286,11500000,5750000,0.037032266,4500000,SFA,2016,WR,2016.0,1250000.0,2015,2014,5007,WR,offense,63.44761904761905,,52.15238095238095,65.71428571428571,,59.55555555555556,,,,,Mike Wallace,7.0,6.0,0.003,-0.161991341991342,600.0,200.0,15.0,4.0,804.0,17.0,47.294117647058826,0.0,500.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,69.79047619047618,,60.01428571428571,71.28095238095239,53.10000000000001,36.66315789473684,,,,,Mike Wallace,6.0,5.0,0.191,0.0133828828828829,600.0,200.0,13.0,4.0,842.0,16.0,52.625,21.0,657.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Alshon Jeffery,6488,14599000,14599000,0.094023314,14599000,Franchise,2016,WR,2016.0,14599000.0,2015,2014,7048,WR,offense,89.97142857142856,,80.57142857142857,89.31904761904762,,,,,,,Alshon Jeffery,4.0,3.0,0.425,0.329008658008658,603.0,218.0,9.0,3.0,516.0,9.0,57.333333333333336,0.0,400.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,72.91904761904762,70.2,79.94285714285714,73.96190476190476,,34.22631578947368,,,,,Alshon Jeffery,3.0,2.0,0.314,0.0973828828828829,603.0,218.0,15.0,5.0,989.0,16.0,61.8125,3.0,772.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Chris Givens,2073,840000,840000,0.005409931,180000,UFA,2016,WR,2016.0,760000.0,2015,2014,7096,WR,offense,59.53809523809524,,55.48571428571429,60.19523809523809,,53.19,,,,,Chris Givens,4.0,3.0,0.015,-0.035991341991342005,511.0,197.0,7.0,2.0,499.0,15.0,33.266666666666666,0.0,441.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,56.400000000000006,,71.75238095238095,55.27142857142857,,59.2,,,,,Chris Givens,3.0,2.0,-0.038,-0.0806171171171171,511.0,197.0,9.0,4.0,201.0,14.0,14.357142857142858,4.0,152.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Nate Washington,2489,1065000,1065000,0.00685902,60000,UFA,2016,WR,2016.0,985000.0,2015,2014,2832,WR,offense,65.0904761904762,,66.72857142857143,63.82380952380952,,,,,,,Nate Washington,11.0,10.0,0.075,-0.092991341991342,601.0,185.0,13.0,4.0,849.0,15.0,56.6,0.0,548.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,61.35238095238095,,72.77142857142857,59.54761904761905,,,,,,,Nate Washington,10.0,9.0,0.065,-0.108617117117117,601.0,185.0,11.0,5.0,782.0,16.0,48.875,5.0,652.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Leonard Hankerson,2201,840000,840000,0.005409931,0,UFA,2016,WR,2016.0,760000.0,2015,2014,6231,WR,offense,57.55238095238095,,51.409523809523805,59.480952380952374,,,,,,,Leonard Hankerson,5.0,4.0,-0.009,-0.035324675324675266,601.0,209.0,8.0,2.0,366.0,10.0,36.6,0.0,162.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,48.9,,60.9,55.0,,,,,,,Leonard Hankerson,4.0,3.0,-0.009,-0.0136171171171171,601.0,209.0,3.0,2.0,23.0,1.0,23.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Rueben Randle,7414,1025000,1025000,0.006601404,500000,UFA,2016,WR,2016.0,1000000.0,2015,2014,7065,WR,offense,62.671428571428564,,62.909523809523805,61.74285714285714,,,,,,,Rueben Randle,4.0,3.0,0.101,-0.105991341991342,603.0,208.0,10.0,4.0,1016.0,16.0,63.5,4.0,873.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,70.22380952380952,,60.93333333333333,69.68571428571428,,,,,,,Rueben Randle,3.0,2.0,0.357,0.152382882882883,603.0,208.0,7.0,2.0,987.0,16.0,61.6875,0.0,953.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Matt Hazel,9934,525000,525000,0.003381207,0,ERFA,2016,WR,2016.0,525000.0,2015,2014,8825,WR,offense,56.422222222222224,,60.400000000000006,54.57142857142857,,,,,,,Matt Hazel,2.0,1.0,-0.003,-0.0069913419913419,601.0,195.0,5.0,3.0,28.0,5.0,5.6,1.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaelin Clay,10670,525000,525000,0.003381207,0,ERFA,2016,WR,2016.0,525000.0,2015,2014,9617,WR,offense,54.65,,56.46,56.477777777777774,,,,,,,Kaelin Clay,1.0,0.0,0.009,0.007008658008658,510.0,199.0,5.0,2.0,10.0,5.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaelin Clay,10670,525000,525000,0.003381207,0,ERFA,2016,WR,2016.0,0.0,2015,2014,9617,WR,offense,54.65,,56.46,56.477777777777774,,,,,,,Kaelin Clay,1.0,0.0,0.009,0.007008658008658,510.0,199.0,5.0,2.0,10.0,5.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Amendola,22176,8100000,4050000,0.026083596,1350000,Other,2016,WR,2016.0,1250000.0,2015,2014,4717,WR,offense,75.96190476190476,,57.19047619047619,76.52380952380952,68.2,58.485,,,,,Danny Amendola,7.0,6.0,0.283,0.121008658008658,511.0,190.0,12.0,5.0,683.0,16.0,42.6875,3.0,123.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,56.36666666666667,,58.49047619047619,56.57142857142857,,58.0,,,,,Danny Amendola,6.0,5.0,0.045,-0.0866171171171171,511.0,190.0,11.0,4.0,580.0,19.0,30.526315789473685,2.0,127.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Allen Hurns,4136,40050000,10012500,0.064484446,16000000,Extension,2016,WR,2016.0,5000000.0,2015,2014,8931,WR,offense,76.71428571428571,67.3941176470588,52.50952380952381,77.06190476190476,,,,,,,Allen Hurns,2.0,1.0,0.355,0.164008658008658,603.0,201.0,17.0,5.0,878.0,15.0,58.53333333333333,5.0,549.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,63.88095238095238,,66.9047619047619,62.56666666666667,,,,,,,Allen Hurns,1.0,0.0,0.03,-0.145617117117117,603.0,201.0,14.0,5.0,805.0,16.0,50.3125,7.0,320.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Keenan Allen,2970,45000000,11250000,0.072454434,20656000,Extension,2016,WR,2016.0,1656000.0,2015,2014,7857,WR,offense,78.15238095238095,,67.02380952380952,77.8,,,,,,,Keenan Allen,3.0,2.0,0.209,0.095008658008658,602.0,211.0,11.0,5.0,552.0,8.0,69.0,3.0,466.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,73.32380952380952,,69.73333333333333,72.13809523809525,,,60.0,,,,Keenan Allen,2.0,1.0,0.248,0.0743828828828829,602.0,211.0,12.0,4.0,853.0,14.0,60.92857142857143,12.0,744.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Doug Baldwin,2293,46000000,11500000,0.074064533,12000000,Extension,2016,WR,2016.0,1000000.0,2015,2014,6615,WR,offense,80.0952380952381,70.87272727272727,74.81428571428572,78.61904761904762,,,,,,,Doug Baldwin,5.0,4.0,0.478,0.282008658008658,510.0,192.0,13.0,4.0,928.0,18.0,51.55555555555556,3.0,157.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,71.34761904761905,66.17857142857143,72.03809523809524,69.74761904761905,,63.2,60.0,,,,Doug Baldwin,4.0,3.0,0.295,0.0903828828828829,510.0,192.0,16.0,4.0,1076.0,19.0,56.63157894736842,2.0,463.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Anquan Boldin,2117,2750000,2750000,0.017711084,750000,UFA,2016,WR,2016.0,1550000.0,2015,2014,1369,WR,offense,71.3047619047619,,77.77619047619048,69.0,,,,,,,Anquan Boldin,11.0,10.0,0.182,0.018008658008658,601.0,220.0,9.0,3.0,776.0,14.0,55.42857142857143,0.0,340.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR,WR,offense,77.58571428571429,,73.33809523809525,77.75238095238095,52.2,56.9,,,,,Anquan Boldin,10.0,9.0,0.32,0.121382882882883,601.0,220.0,18.0,6.0,975.0,16.0,60.9375,5.0,431.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Tavon Austin,2932,42222004,10555501,0.067981587,17000000,Extension,2016,WR,2016.0,1111111.0,2015,2014,7789,WR,offense,69.41428571428571,73.0,61.08571428571428,64.92380952380952,,77.76666666666667,,,,,Tavon Austin,3.0,2.0,0.082,-0.073991341991342,508.0,179.0,17.0,6.0,760.0,16.0,47.5,27.0,548.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,59.07619047619047,,60.647619047619045,57.647619047619045,,63.53809523809524,,,,,Tavon Austin,2.0,1.0,-0.006,-0.128617117117117,508.0,179.0,17.0,5.0,552.0,15.0,36.8,21.0,264.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Matt Slater,1990,1800000,1800000,0.011592709,600000,Extension,2016,WR,2016.0,1000000.0,2015,2014,4467,WR,offense,59.56666666666667,,60.0,58.311764705882354,,,60.0,,,60.0,Matthew Slater,8.0,7.0,0.006,0.004008658008658,600.0,205.0,3.0,3.0,24.0,12.0,2.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HB,WR,offense,60.15882352941177,,60.0,,,,,,,,Matthew Slater,7.0,6.0,0.005,0.0043828828828828,600.0,205.0,2.0,2.0,20.0,9.0,2.2222222222222223,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HB
Devin Hester,6505,1100000,1100000,0.007084434,100000,SFA,2016,WR,2016.0,1000000.0,2015,2014,3002,WR,offense,60.0,,60.0,,,,,,,,Devin Hester,10.0,9.0,0.004,0.004008658008658,511.0,186.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,67.20952380952382,,48.938095238095244,68.76190476190476,,58.10526315789474,,,,,Devin Hester,9.0,8.0,0.105,0.0043828828828828,511.0,186.0,10.0,3.0,396.0,16.0,24.75,4.0,94.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWR
Emmanuel Sanders,2351,33000000,11000000,0.070844336,20000000,Extension,2016,WR,2016.0,2500000.0,2015,2014,5606,WR,offense,80.3952380952381,,65.22857142857143,80.28571428571429,,54.54,,,,,Emmanuel Sanders,6.0,5.0,0.462,0.249008658008658,511.0,180.0,11.0,3.0,1049.0,18.0,58.27777777777778,5.0,815.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,82.33809523809524,,56.84285714285714,83.3952380952381,,59.53333333333334,,,,,Emmanuel Sanders,5.0,4.0,0.59,0.369382882882883,511.0,180.0,13.0,5.0,1102.0,17.0,64.82352941176471,5.0,733.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Justin Hunter,8979,727627,727627,0.004686205,52627,Other,2016,WR,2016.0,675000.0,2015,2014,7815,WR,offense,63.971428571428575,,67.50952380952381,62.709523809523816,,,,,,,Justin Hunter,3.0,2.0,0.031,-0.048991341991342,604.0,203.0,9.0,3.0,379.0,9.0,42.111111111111114,0.0,313.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,WR,offense,63.77142857142857,,71.77619047619048,62.08571428571428,,,,,,,Justin Hunter,2.0,1.0,0.017,-0.112617117117117,604.0,203.0,9.0,3.0,605.0,12.0,50.416666666666664,5.0,520.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
