Name,Team,pff_id,pff_franchise_id,ID,player_id,team_id,Position,Role,Years,date_signed,year_signed,start_year,Total,APY,Guarantee,GPY,GP,total_guarantees,vested_guarantees,signing_bonus,option_bonus,roster_bonus,pergame_bonus,workout_bonus,incentives,FA,Status,is_featured,is_front,contract_type,ID2
Brandon Linder,Jaguars,8728,15,12435,3032,11,C,Offense,5,7/26/2017,2017,2018,51703000,10340600,19500000,0,0.00%,24000000,4500000,0,0,5000000,4500000,0,0,,Active,,,Extension,
Chris Jones,Cowboys,6798,9,12697,612,18,P,Special,4,8/7/2017,2017,2018,8700000,2175000,2500000,0,0.00%,2500000,0,2500000,0,0,0,0,0,,Active,,,Extension,
Matt Stafford,Lions,4924,11,12870,1060,22,QB,Offense,5,8/29/2017,2017,2018,135000000,27000000,60500000,0,0.00%,92000000,31500000,50000000,0,38000000,0,2500000,0,,Active,,,Extension,
Charles Leno Jr.,Bears,8880,6,12878,3185,21,LT,Offense,4,8/24/2017,2017,2018,37000000,9250000,13697000,0,0.00%,18000000,4303000,4500000,0,2500000,0,400000,1000000,,Active,,,Extension,
Stephon Tuitt,Steelers,8681,25,13373,2985,8,34DE,Defense,5,9/9/2017,2017,2018,60000000,12000000,14000000,0,0.00%,14000000,0,11000000,0,12500000,0,0,0,,Active,,,Extension,
Akiem Hicks,Bears,7090,6,13432,1472,21,34DE,Defense,4,9/9/2017,2017,2018,48000000,12000000,22000000,0,0.00%,30000000,8000000,7300000,0,4000000,0,400000,0,,Active,,0,Extension,0
Alex Armah,Panthers,11948,5,13481,5778,26,FB,Offense,4,9/19/2017,2017,2017,2400000,600000,0,0,0.00%,0,0,0,0,0,0,0,0,2021,Active,,0,SFA,0
K'Waun Williams,49ers,9332,28,13693,3773,31,CB,Defense,3,9/29/2017,2017,2018,8850000,2950000,3615000,0,0.00%,4865000,1250000,3000000,0,0,750000,150000,0,,Active,,,Extension,
Nate Gerry,Eagles,11940,24,13801,5770,19,43OLB,Defense,4,10/19/2017,2017,2017,2400000,600000,0,0,0.00%,0,0,0,0,0,0,0,0,,Active,,,SFA,
Matt Prater,Lions,3471,11,14108,32,22,K,Special,3,10/25/2017,2017,2018,11400000,3800000,3600000,0,0.00%,5000000,1400000,3600000,0,0,600000,300000,750000,,Active,,,Extension,
Corey Peters,Cardinals,5607,1,14293,796,29,DT,Defense,3,12/1/2017,2017,2018,12000000,4000000,3558823,0,0.00%,6308823,1250000,2750000,0,0,1850000,0,1500000,,Active,,,Extension,
Alshon Jeffery,Eagles,7048,24,14294,101,19,WR,Offense,4,12/2/2017,2017,2018,52000000,13000000,14250000,0,0.00%,27000000,12750000,6750000,6500000,0,0,1000000,4000000,,Active,,,Extension,
Davante Adams,Packers,8688,12,14567,2992,23,WR,Offense,4,12/30/2017,2017,2018,58000000,14500000,18000000,0,0.00%,18000000,0,18000000,0,8500000,2000000,2000000,750000,,Active,,,Extension,
Corey Linsley,Packers,8796,12,14569,3100,23,C,Offense,3,12/30/2017,2017,2018,25500000,8500000,8000000,0,0.00%,8000000,0,8000000,0,2000000,1500000,1050000,500000,,Active,,,Extension,
Javarius Leamon,Bengals,46396,7,14602,6074,7,T,Offense,2,1/1/2018,2018,2018,1050000,525000,0,0,0.00%,0,0,0,0,0,0,0,0,,Active,,0,SFA,0
Jimmy Garoppolo,49ers,8697,28,15093,3001,31,QB,Offense,5,2/8/2018,2018,2018,137500000,27500000,48700000,0,0.00%,74100000,25400000,7000000,0,28000000,4000000,3000000,0,,Active,,,UFA,
Kyle Fuller,Bears,8649,6,15173,2953,21,CB,Defense,4,3/16/2018,2018,2018,56000000,14000000,18000000,0,0.00%,18000000,0,18000000,0,12000000,2000000,2000000,0,,Active,,,Transition,
Alex Smith,Football Team,2218,32,15185,784,20,QB,Offense,4,3/16/2018,2018,2019,94000000,23500000,55000000,0,0.00%,71000000,16000000,27000000,0,0,0,500000,12500000,,Active,,,UFA,
Richard Sherman,49ers,6306,28,15201,1565,31,CB,Defense,3,3/12/2018,2018,2018,27150000,9050000,3000000,0,0.00%,3000000,0,3000000,0,2000000,6000000,150000,0,,Active,,,SFA,
Allen Robinson,Bears,8696,6,15269,3000,21,WR,Offense,3,3/15/2018,2018,2018,42000000,14000000,18000000,0,0.00%,25200000,7200000,6000000,0,10000000,1000000,200000,0,,Active,,,UFA,
Andrew Norwell,Jaguars,9126,15,15283,3282,11,LG,Offense,5,3/14/2018,2018,2018,66500000,13300000,30000000,0,0.00%,30000000,0,15000000,0,0,0,0,0,,Active,,,UFA,
Malcolm Butler,Titans,9040,31,15292,3641,12,CB,Defense,5,3/15/2018,2018,2018,61250000,12250000,24000000,0,0.00%,30000000,6000000,10000000,0,1000000,2500000,400000,0,,Active,,,UFA,
D.J. Hayden,Jaguars,7793,15,15307,2193,11,CB,Defense,3,3/15/2018,2018,2018,19000000,6333333,9450000,0,0.00%,9450000,0,5000000,0,0,0,0,2250000,,Active,,,UFA,
Anthony Hitchens,Chiefs,8754,16,15311,3058,14,43OLB,Defense,5,3/14/2018,2018,2018,45000000,9000000,21290000,0,0.00%,25000000,3710000,14000000,0,0,1500000,810000,4250000,,Active,,0,UFA,0
Dustin Hopkins,Football Team,7958,32,15325,2231,20,K,Special,3,3/13/2018,2018,2018,7575000,2525000,1201072,0,0.00%,1201072,0,1201072,0,0,1400000,0,3150000,,Active,,,UFA,
Derek Carrier,Raiders,7406,23,15329,743,16,TE,Offense,3,3/14/2018,2018,2018,5550000,1850000,1900000,0,0.00%,0,0,0,0,750000,0,300000,1200000,,Active,,,UFA,
Jake McQuaide,Rams,6586,26,15330,1326,30,LS,Special,3,3/10/2018,2018,2018,3525000,1175000,955000,0,0.00%,1200000,245000,0,0,735000,0,0,1333332,,Active,,0,UFA,0
Denico Autry,Colts,8982,14,15336,3776,10,EDGE,Defense,3,3/14/2018,2018,2018,17800000,5933333,6500000,0,0.00%,6500000,0,0,0,4500000,1500000,0,0,,Active,,,UFA,
Cameron Brate,Buccaneers,9207,30,15337,3770,28,TE,Offense,6,3/12/2018,2018,2018,40800000,6800000,7000000,0,0.00%,18000000,11000000,0,0,6000000,0,0,4200000,,Active,,0,RFA,0
Nate Solder,Giants,6169,21,15348,1235,17,LT,Offense,4,3/14/2018,2018,2018,62000000,15500000,34800000,0,0.00%,34800000,0,16000000,0,0,0,400000,0,,Active,,,UFA,
Weston Richburg,49ers,8678,28,15355,2982,31,C,Offense,5,3/14/2018,2018,2018,47500000,9500000,16500000,0,0.00%,28500000,12000000,9300000,0,4200000,2000000,500000,0,,Active,,,UFA,
Virgil Green,Chargers,6356,27,15368,46,15,TE,Offense,3,3/14/2018,2018,2018,8600000,2866667,5900000,0,0.00%,5900000,0,2400000,0,0,0,0,0,,Active,,,UFA,
Kevin Huber,Bengals,5066,7,15385,1958,7,P,Special,3,3/15/2018,2018,2018,7950000,2650000,1550000,0,0.00%,1550000,0,1050000,0,500000,0,150000,900000,,Active,,0,UFA,0
DaQuan Jones,Titans,8747,31,15386,3051,12,34DE,Defense,3,3/14/2018,2018,2018,21000000,7000000,14000000,0,0.00%,14000000,0,4000000,0,0,0,0,0,,Active,,,UFA,
Mike Evans,Buccaneers,8642,30,15393,2946,28,WR,Offense,5,3/14/2018,2018,2019,82500000,16500000,38258000,0,0.00%,55008000,16750000,0,0,11500000,0,0,0,,Active,,,Extension,
Ryan Jensen,Buccaneers,7985,30,15403,2381,28,C,Offense,4,3/19/2018,2018,2018,42000000,10500000,22000000,0,0.00%,22000000,0,0,0,10750000,0,0,0,,Active,,0,UFA,0
Justin Pugh,Cardinals,7800,1,15409,2200,29,LG,Offense,5,3/19/2018,2018,2018,45025000,9005000,13000000,0,0.00%,18750000,5750000,10000000,0,1250000,4250000,0,0,,Active,,,UFA,
Terrance Mitchell,Browns,8888,8,15414,3193,6,CB,Defense,3,3/16/2018,2018,2018,10000000,3333333,3500000,0,0.00%,4500000,1000000,2000000,0,0,1200000,300000,0,,Active,,,UFA,
Trent Murphy,Bills,8682,4,15415,2986,1,43DE,Defense,3,3/16/2018,2018,2018,22500000,7500000,7875000,0,0.00%,10375000,2500000,5250000,0,1000000,1500000,300000,7500375,,Active,,,UFA,
Casey Hayward,Chargers,7064,27,15457,2558,15,CB,Defense,3,3/14/2018,2018,2019,34250000,11416667,20000000,0,0.00%,20000000,0,8000000,0,0,0,0,1750000,,Active,,,Extension,
Thomas Morstead,Saints,5088,20,15504,1522,27,P,Special,4,3/17/2018,2018,2018,15600000,3900000,9118000,0,0.00%,9118000,0,5000000,0,1400000,0,232000,1000000,,Active,,,Extension,
Aaron Brewer,Cardinals,7301,1,15522,5,29,LS,Special,4,3/7/2018,2018,2018,4150000,1037500,620000,0,0.00%,620000,0,275000,0,50000,50000,150000,0,,Active,,0,UFA,0
Eric Kendricks,Vikings,9478,18,15697,3893,24,ILB,Defense,5,4/16/2018,2018,2019,50000000,10000000,11638080,0,0.00%,22938080,11300000,10500000,0,0,1250000,500000,0,,Active,,,Extension,
Jarvis Landry,Browns,8698,8,15719,3002,6,WR,Offense,5,4/16/2018,2018,2018,75500000,15100000,34000000,0,0.00%,47000000,0,7500000,0,10500000,1500000,2000000,0,,Active,,,Franchise,
Baker Mayfield,Browns,46518,8,15725,6886,6,QB,Offense,4,7/24/2018,2018,2018,32682980,8170745,32682980,0,0.00%,32682980,0,21849440,0,8373540,0,0,0,,Active,,,Drafted,
Saquon Barkley,Giants,45791,21,15726,6887,17,RB,Offense,4,7/22/2018,2018,2018,31194750,7798688,31194750,0,0.00%,31194750,0,20767092,0,7967658,0,0,0,,Active,,,Drafted,
Sam Darnold,Jets,29048,22,15727,6888,4,QB,Offense,4,7/30/2018,2018,2018,30247694,7561924,30247694,0,0.00%,30247694,0,20078324,0,7709370,0,0,0,,Active,,,Drafted,
Denzel Ward,Browns,49558,8,15728,6889,6,CB,Defense,4,7/25/2018,2018,2018,29165356,7291339,29165356,0,0.00%,29165356,0,19291168,0,7414188,0,0,0,,Active,,0,Drafted,0
Bradley Chubb,Broncos,48526,10,15729,6890,13,34OLB,Defense,4,6/21/2018,2018,2018,27271240,6817810,27271240,0,0.00%,27271240,0,17913628,0,6897612,0,0,0,,Active,,0,Drafted,0
Quenton Nelson,Colts,12954,14,15730,6891,10,LG,Offense,4,5/10/2018,2018,2018,23888912,5972228,23888912,0,0.00%,23888912,0,15453752,0,5975160,0,0,0,,Active,,0,Drafted,0
Josh Allen,Bills,46601,4,15731,6892,1,QB,Offense,4,7/25/2018,2018,2018,21183034,5295759,21183034,0,0.00%,21183034,0,13485844,0,5237190,0,0,0,,Active,,0,Drafted,0
Roquan Smith,Bears,50892,6,15732,6893,21,ILB,Defense,4,8/13/2018,2018,2018,18477166,4619292,18477166,0,0.00%,18477166,0,11517940,0,4499226,0,0,0,,Active,,0,Drafted,0
Mike McGlinchey,49ers,46275,28,15733,6894,31,RT,Offense,4,7/20/2018,2018,2018,18341876,4585469,18341876,0,0.00%,18341876,0,11419544,0,4462332,0,0,0,,Active,,0,Drafted,0
Vita Vea,Buccaneers,48956,30,15736,6897,28,34DT,Defense,4,5/24/2018,2018,2018,14824238,3706060,14824238,0,0.00%,14824238,0,8861264,0,0,0,0,0,,Active,,,Drafted,
Da'Ron Payne,Football Team,48698,32,15737,6898,20,34DT,Defense,4,5/10/2018,2018,2018,14418360,3604590,14418360,0,0.00%,14418360,0,8566080,0,0,0,0,0,,Active,,0,Drafted,0
Marcus Davenport,Saints,50291,20,15738,6899,27,43DE,Defense,4,5/10/2018,2018,2018,13741900,3435475,13741900,0,0.00%,13741900,0,8074108,0,325000,0,0,0,,Active,,0,Drafted,0
Kolton Miller,Raiders,47013,23,15739,6900,16,LT,Offense,4,5/18/2018,2018,2018,13471308,3367827,13471308,0,0.00%,13471308,0,7877316,0,0,0,0,0,,Active,,,Drafted,
Tremaine Edmunds,Bills,50905,4,15740,6901,1,ILB,Defense,4,5/12/2018,2018,2018,12659544,3164886,12659544,0,0.00%,12659544,0,7286940,0,0,0,0,0,,Active,,0,Drafted,0
Derwin James,Chargers,51368,27,15741,6902,15,S,Defense,4,6/1/2018,2018,2018,12388952,3097238,12388952,0,0.00%,12388952,0,7090148,0,0,0,0,0,,Active,,,Drafted,
Jaire Alexander,Packers,49350,12,15742,6903,23,CB,Defense,4,5/15/2018,2018,2018,12050734,3012684,12050734,0,0.00%,12050734,0,6844168,0,0,0,0,0,,Active,,0,Drafted,0
Leighton Vander Esch,Cowboys,50950,9,15743,6904,18,43OLB,Defense,4,5/13/2018,2018,2018,11847784,2961946,11847784,0,0.00%,11847784,0,6696568,0,0,0,0,0,,Active,,,Drafted,
Frank Ragnow,Lions,39137,11,15744,6905,22,C,Offense,4,5/11/2018,2018,2018,11780138,2945035,11780138,0,0.00%,11780138,0,6647372,0,0,0,0,0,,Active,,,Drafted,
Billy Price,Bengals,46795,7,15745,6906,7,C,Offense,4,5/21/2018,2018,2018,11712492,2928123,11712492,0,0.00%,11712492,0,6598176,0,0,0,0,0,,Active,,,Drafted,
Rashaan Evans,Titans,50213,31,15746,6907,12,ILB,Defense,4,5/14/2018,2018,2018,11577192,2894298,11577192,0,0.00%,11577192,0,6499776,0,0,0,0,0,,Active,,0,Drafted,0
Isaiah Wynn,Patriots,46048,19,15747,6908,2,LT,Offense,4,6/22/2018,2018,2018,11441910,2860478,11339897,0,0.00%,11339897,0,6401388,0,0,0,0,0,,Active,,0,Drafted,0
D.J. Moore,Panthers,48267,5,15748,6909,26,WR,Offense,4,6/18/2018,2018,2018,11171314,2792829,10870809,0,0.00%,10870809,0,6204592,0,0,0,0,0,,Active,,0,Drafted,0
Calvin Ridley,Falcons,48262,2,15750,6911,25,WR,Offense,4,7/3/2017,2018,2018,10900732,2725183,9907077,0,0.00%,9907077,0,6007804,0,0,0,0,0,,Active,,0,Drafted,0
Rashaad Penny,Seahawks,27414,29,15751,6912,32,RB,Offense,4,5/16/2017,2018,2018,10765436,2691359,9397422,0,0.00%,9397422,0,5909408,0,0,0,0,0,,Active,,,Drafted,
Terrell Edmunds,Steelers,51334,25,15752,6913,8,S,Defense,4,7/30/2018,2018,2018,10697790,2674448,9515001,0,0.00%,9515001,0,5860212,0,0,0,0,0,,Active,,0,Drafted,0
Taven Bryan,Jaguars,48753,15,15753,6914,11,43DT,Defense,4,7/17/2018,2018,2018,10154954,2538739,8995072,0,0.00%,8995072,0,5465420,0,0,0,0,0,,Active,,0,Drafted,0
Mike Hughes,Vikings,34057,18,15754,6915,24,CB,Defense,4,7/19/2018,2018,2018,9867484,2466871,8689994,0,0.00%,8689994,0,5256352,0,0,0,0,0,,Active,,,Drafted,
Sony Michel,Patriots,27589,19,15755,6916,2,RB,Offense,4,7/22/2018,2018,2018,9626694,2406674,8389710,0,0.00%,8389710,0,5081232,0,0,0,0,0,,Active,,,Drafted,
Lamar Jackson,Ravens,46416,3,15756,6917,5,QB,Offense,4,6/5/2018,2018,2018,9471652,2367913,8055062,0,0.00%,8055062,0,4968472,0,0,0,0,0,,Active,,0,Drafted,0
Matt Ryan,Falcons,4317,2,15777,823,25,QB,Offense,5,5/4/2018,2018,2019,150000000,30000000,94500000,0,0.00%,100000000,5500000,46500000,10000000,15000000,0,0,0,,Active,,0,Extension,0
Will Hernandez,Giants,46180,21,15786,6919,17,LG,Offense,4,5/11/2018,2018,2018,7450740,1862685,5568294,0,0.00%,5568294,0,3498720,0,0,0,0,0,,Active,,,Drafted,
Nick Chubb,Browns,45783,8,15787,6920,6,RB,Offense,4,6/4/2018,2018,2018,7383094,1845774,5297114,0,0.00%,5297114,0,3449524,0,0,0,0,0,,Active,,,Drafted,
Darius Leonard,Colts,49684,14,15788,6921,10,43OLB,Defense,4,7/22/2018,2018,2018,7247808,1811952,4828495,0,0.00%,4828495,0,3351132,0,0,0,0,0,,Active,,0,Drafted,0
Braden Smith,Colts,46794,14,15789,6922,10,RT,Offense,4,6/27/2018,2018,2018,7193688,1798422,4598758,0,0.00%,4598758,0,3311772,0,0,0,0,0,,Active,,,Drafted,
Ronald Jones II,Buccaneers,34001,30,15790,6923,28,RB,Offense,4,6/14/2018,2018,2018,7071926,1767982,3223220,0,0.00%,3223220,0,3223220,0,0,0,0,0,,Active,,0,Drafted,0
James Daniels,Bears,45576,6,15791,6924,21,LG,Offense,4,5/10/2018,2018,2018,6950156,1737539,3930576,0,0.00%,3930576,0,3134660,0,0,0,0,0,,Active,,,Drafted,
Courtland Sutton,Broncos,48164,10,15792,6925,13,WR,Offense,4,5/10/2018,2018,2018,6841930,1710483,4326945,0,0.00%,4326945,0,3055948,0,0,0,0,0,,Active,,,Drafted,
Harold Landry,Titans,48600,31,15793,6926,12,34OLB,Defense,4,6/14/2018,2018,2018,6733690,1683423,4243305,0,0.00%,4243305,0,2977228,0,0,0,0,0,,Active,,0,Drafted,0
Mike Gesicki,Dolphins,47153,17,15794,6927,3,TE,Offense,4,6/19/2018,2018,2018,6611924,1652981,4149214,0,0.00%,4149214,0,2888672,0,0,0,0,0,,Active,,0,Drafted,0
Kerryon Johnson,Lions,34455,11,15795,6928,22,RB,Offense,4,5/10/2018,2018,2018,6503698,1625925,4065583,0,0.00%,4065583,0,2809960,0,0,0,0,0,,Active,,0,Drafted,0
Josh Jackson,Packers,50417,12,15797,6930,23,CB,Defense,4,5/16/2018,2018,2018,6256100,1564025,3874260,0,0.00%,3874260,0,2629892,0,0,0,0,0,,Active,,0,Drafted,0
Christian Kirk,Cardinals,47546,1,15799,6932,29,WR,Offense,4,5/24/2018,2018,2018,5894874,1473719,3595129,0,0.00%,3595129,0,2367180,0,0,0,0,0,,Active,,0,Drafted,0
Uchenna Nwosu,Chargers,50084,27,15800,6933,15,43OLB,Defense,4,5/11/2018,2018,2018,5759578,1439895,3490583,0,0.00%,3490583,0,2268784,0,0,0,0,0,,Active,,0,Drafted,0
Dallas Goedert,Eagles,47272,24,15801,6934,19,TE,Offense,4,5/11/2018,2018,2018,5624282,1406071,3386037,0,0.00%,3386037,0,2170388,0,0,0,0,0,,Active,,,Drafted,
Connor Williams,Cowboys,46216,9,15802,6935,18,LG,Offense,4,5/10/2018,2018,2018,5488996,1372249,3281496,0,0.00%,3281496,0,2071996,0,0,0,0,0,,Active,,,Drafted,
Anthony Miller,Bears,48160,6,15803,6936,21,WR,Offense,4,5/10/2018,2018,2018,5353700,1338425,3176950,0,0.00%,3176950,0,1973600,0,0,0,0,0,,Active,,0,Drafted,0
Kemoko Turay,Colts,21702,14,15804,6937,10,43DE,Defense,4,5/11/2018,2018,2018,5218404,1304601,3072404,0,0.00%,3072404,0,1875204,0,0,0,0,0,,Active,,,Drafted,
Jessie Bates III,Bengals,49162,7,15806,6939,7,S,Defense,4,5/14/2018,2018,2018,4947817,1236954,2383313,0,0.00%,2383313,0,1678412,0,0,0,0,0,,Active,,0,Drafted,0
Donte Jackson,Panthers,49377,5,15807,6940,26,CB,Defense,4,5/10/2018,2018,2018,4812526,1203132,2758771,0,0.00%,2758771,0,1580020,0,0,0,0,0,,Active,,0,Drafted,0
Isaiah Oliver,Falcons,50393,2,15810,6943,25,CB,Defense,4,5/9/2018,2018,2018,4636650,1159163,2622865,0,0.00%,2622865,0,1452108,0,0,0,0,0,,Active,,0,Drafted,0
James Washington,Steelers,47792,25,15812,6945,8,WR,Offense,4,5/11/2018,2018,2018,4501346,1125337,2383704,0,0.00%,2383704,0,1353704,0,0,0,0,0,,Active,,,Drafted,
D.J. Chark,Jaguars,47702,15,15813,6946,11,WR,Offense,4,5/29/2018,2018,2018,4447230,1111808,2259731,0,0.00%,2259731,0,1314348,0,0,0,0,0,,Active,,0,Drafted,0
Brian O'Neill,Vikings,46854,18,15814,6947,24,RT,Offense,4,5/4/2018,2018,2018,4406640,1101660,2145593,0,0.00%,2145593,0,1284828,0,0,0,0,0,,Active,,0,Drafted,0
Carlton Davis,Buccaneers,49335,30,15815,6948,28,CB,Defense,4,5/24/2018,2018,2018,4393114,1098279,2094992,0,0.00%,2094992,0,1274992,0,0,0,0,0,,Active,,0,Drafted,0
Tyquan Lewis,Colts,48475,14,15816,6949,10,43DT,Defense,4,5/11/2018,2018,2018,4366054,1091514,1993126,0,0.00%,1993126,0,1255312,0,0,0,0,0,,Active,,0,Drafted,0
Brandon Parker,Raiders,34693,23,15817,6950,16,LT,Offense,4,5/21/2018,2018,2018,4095336,1023834,1058424,0,0.00%,1058424,0,1058424,0,0,0,0,0,,Active,,0,Drafted,0
Lorenzo Carter,Giants,50126,21,15818,6951,17,34OLB,Defense,4,5/10/2018,2018,2018,4083482,1020871,1049804,0,0.00%,1049804,0,1049804,0,0,0,0,0,,Active,,,Drafted,
Justin Reid,Texans,49048,13,15820,6953,9,S,Defense,4,5/11/2018,2018,2018,4063423,1015856,1039656,0,0.00%,1036656,0,1039656,0,0,0,0,0,,Active,,0,Drafted,0
B.J. Hill,Giants,49894,21,15821,6954,17,34DE,Defense,4,6/7/2018,2018,2018,4047880,1011970,1029516,0,0.00%,1029516,0,1029516,0,0,0,0,0,,Active,,0,Drafted,0
Fred Warner,49ers,51222,28,15822,6955,31,ILB,Defense,4,6/13/2018,2018,2018,3979325,994831,1010188,0,0.00%,1010188,0,1010188,0,0,0,0,0,,Active,,,Drafted,
Royce Freeman,Broncos,45747,10,15823,6956,13,RB,Offense,4,7/5/2018,2018,2018,3940020,985005,997020,0,0.00%,997020,0,997020,0,0,0,0,0,,Active,,0,Drafted,0
Nathan Shepherd,Jets,24614,22,15824,6957,4,34DE,Defense,4,5/17/2018,2018,2018,3875720,968930,987720,0,0.00%,987720,0,987720,0,0,0,0,0,,Active,,0,Drafted,0
Jerome Baker,Dolphins,28091,17,15825,6958,3,ILB,Defense,4,6/6/2018,2018,2018,3809200,952300,975200,0,0.00%,975200,0,975200,0,0,0,0,0,,Active,,,Drafted,
Geron Christian,Football Team,46375,32,15826,6959,20,LT,Offense,4,6/14/2018,2018,2018,3972364,993091,968992,0,0.00%,968992,0,968992,0,0,0,0,0,,Active,,0,Drafted,0
Derrick Nnadi,Chiefs,49970,16,15827,6960,14,43DT,Defense,4,6/14/2018,2018,2018,3745600,930600,959400,0,0.00%,959400,0,959400,0,0,0,150000,0,,Active,,0,Drafted,0
Mason Rudolph,Steelers,46569,25,15828,6961,8,QB,Offense,4,5/22/2018,2018,2018,3921866,980467,932264,0,0.00%,932264,0,932264,0,0,0,0,0,,Active,,0,Drafted,0
Sam Hubbard,Bengals,48457,7,15829,6962,7,43DE,Defense,4,6/21/2018,2018,2018,3619200,904800,929200,0,0.00%,929200,0,929200,0,0,0,0,0,,Active,,,Drafted,
Rasheem Green,Seahawks,48731,29,15831,6964,32,43DE,Defense,4,6/20/2018,2018,2018,3572556,893139,912556,0,0.00%,912556,0,912556,0,0,0,0,0,,Active,,,Drafted,
Michael Gallup,Cowboys,26075,9,15833,6966,18,WR,Offense,4,5/21/2018,2018,2018,3523980,880995,889980,0,0.00%,889980,0,889980,0,0,0,0,0,,Active,,0,Drafted,0
Tracy Walker,Lions,51266,11,15834,6967,22,S,Defense,4,5/15/2018,2018,2018,3511988,877997,881988,0,0.00%,881988,0,881988,0,0,0,0,0,,Active,,0,Drafted,0
Orlando Brown,Ravens,46227,3,15835,6968,5,RT,Offense,4,5/15/2018,2018,2018,3491720,872930,865720,0,0.00%,865720,0,865720,0,0,0,0,0,,Active,,0,Drafted,0
Justin Jones,Chargers,48940,27,15836,6969,15,43DT,Defense,4,5/11/2018,2018,2018,3476140,869035,854140,0,0.00%,854140,0,854140,0,0,0,0,0,,Active,,,Drafted,
Mark Andrews,Ravens,47436,3,15838,6971,5,TE,Offense,4,5/15/2018,2018,2018,3453160,863290,836660,0,0.00%,836660,0,836660,0,0,0,0,0,,Active,,0,Drafted,0
Arden Key,Raiders,50201,23,15839,6972,16,43DE,Defense,4,6/15/2018,2018,2018,3439421,826376,826376,0,0.00%,826376,0,826376,0,0,0,0,0,,Active,,0,Drafted,0
Oren Burks,Packers,50203,12,15840,6973,23,ILB,Defense,4,5/17/2018,2018,2018,3454756,863689,820756,0,0.00%,820756,0,820756,0,0,0,75000,0,,Active,,0,Drafted,0
Joseph Noteboom,Rams,46249,26,15841,6974,30,LT,Offense,4,6/8/2018,2018,2018,3452043,863011,818892,0,0.00%,818892,0,818892,0,0,0,0,0,,Active,,,Drafted,
Deadrin Senat,Falcons,48815,2,15842,6975,25,43DT,Defense,4,5/10/2018,2018,2018,3422960,855740,817960,0,0.00%,817960,0,817960,0,0,0,0,0,,Active,,0,Drafted,0
Tre'Quan Smith,Saints,48228,20,15843,6976,27,WR,Offense,4,5/21/2018,2018,2018,3420524,855131,817024,0,0.00%,817024,0,817024,0,0,0,0,0,,Active,,0,Drafted,0
Chukwuma Okorafor,Steelers,46302,25,15844,6977,8,LT,Offense,4,5/22/2018,2018,2018,3407364,851841,812364,0,0.00%,812364,0,812364,0,0,0,0,0,,Active,,0,Drafted,0
Alex Cappa,Buccaneers,66578,30,15846,6979,28,RG,Offense,4,5/11/2018,2018,2018,3368704,842176,793704,0,0.00%,793704,0,793704,0,0,0,0,0,,Active,,0,Drafted,0
Tarvarius Moore,49ers,49178,28,15847,6980,31,S,Defense,4,5/4/2018,2018,2018,3351372,837843,784372,0,0.00%,784372,0,784372,0,0,0,0,0,,Active,,,Drafted,
Harrison Phillips,Bills,48690,4,15848,6981,1,43DT,Defense,4,5/29/2018,2018,2018,3235040,808760,775040,0,0.00%,775040,0,775040,0,0,0,0,0,,Active,,0,Drafted,0
Mason Cole,Cardinals,45547,1,15849,6982,29,C,Offense,4,5/31/2018,2018,2018,3221516,805379,761516,0,0.00%,761516,0,761516,0,0,0,0,0,,Active,,0,Drafted,0
Jordan Akins,Texans,47050,13,15850,6983,9,TE,Offense,4,5/11/2018,2018,2018,3323516,830879,761516,0,0.00%,761516,0,761516,0,0,0,0,0,,Active,,0,Drafted,0
Dorian O'Daniel,Chiefs,51487,16,15852,6985,14,43OLB,Defense,4,5/29/2018,2018,2018,3323141,830785,761516,0,0.00%,761516,0,761516,0,0,0,0,0,,Active,,0,Drafted,0
Ian Thomas,Panthers,42130,5,15853,6986,26,TE,Offense,4,5/16/2018,2018,2018,3207992,801998,747992,0,0.00%,747992,0,747992,0,0,0,0,0,,Active,,0,Drafted,0
Jalyn Holmes,Vikings,48400,18,15854,6987,24,43DT,Defense,4,5/5/2018,2018,2018,3191396,797849,731396,0,0.00%,731396,0,731396,0,0,0,0,0,,Active,,0,Drafted,0
Keke Coutee,Texans,47698,13,15855,6988,9,WR,Offense,4,5/11/2018,2018,2018,3189028,797257,729028,0,0.00%,729028,0,729028,0,0,0,0,0,,Active,,0,Drafted,0
Nyheim Hines,Colts,48103,14,15856,6989,10,RB,Offense,4,5/11/2018,2018,2018,3184548,796137,724548,0,0.00%,724548,0,724548,0,0,0,0,0,,Active,,0,Drafted,0
Josey Jewell,Broncos,50720,10,15858,6991,13,ILB,Defense,4,5/10/2018,2018,2018,3173984,793496,713984,0,0.00%,713984,0,713984,0,0,0,0,0,,Active,,0,Drafted,0
Christopher Herndon IV,Jets,47164,22,15859,6992,4,TE,Offense,4,5/21/2018,2018,2018,3171368,792842,711368,0,0.00%,711368,0,711368,0,0,0,0,0,,Active,,0,Drafted,0
Troy Apke,Football Team,49260,32,15861,6994,20,S,Defense,4,5/10/2018,2018,2018,3163636,790909,703636,0,0.00%,703636,0,703636,0,0,0,0,0,,Active,,0,Drafted,0
Brian Allen,Rams,46104,26,15863,6996,30,C,Offense,4,6/8/2018,2018,2018,3146936,786734,686936,0,0.00%,686936,0,686936,0,0,0,0,0,,Active,,0,Drafted,0
