Name,Team,pff_id,pff_franchise_id,ID,player_id,contract_id,team_id,Position,Role,Year,BS,PB,RB,PGRB,WO,OB,option_bonus,restructure_bonus,CP,DM,CS,GBS,VGBS,Notes,CshBns,Cshpay,Cshtocp,tb,initial_cash,old_money,cash_dead,Status,contract_type,provisional,credits,is_split_salary
Odafe Oweh,Ravens,82161,3,66680,9495,31286,5,EDGE,Defense,2024,2206689,1402253,0,0,0,0,0,0,3608942,0,0,1850000,0,,0,2206689,0,,2206689,0,0,Active,Drafted,,0,0
Joe Tryon-Shoyinka,Buccaneers,58272,30,66683,9496,31287,28,EDGE,Defense,2022,1167784,1371135,0,0,0,0,0,0,2538919,0,0,1167784,0,,0,1167784,0,,1167784,0,0,Active,Drafted,,0,0
Joe Tryon-Shoyinka,Buccaneers,58272,30,66684,9496,31287,28,EDGE,Defense,2023,1675568,1371135,0,0,0,0,0,0,3046703,0,0,1675568,0,,0,1675568,0,,1675568,0,0,Active,Drafted,,0,0
Joe Tryon-Shoyinka,Buccaneers,58272,30,66685,9496,31287,28,EDGE,Defense,2024,2183352,1371135,0,0,0,0,0,0,3554487,0,0,1703015,0,,0,2183352,0,,2183352,0,0,Active,Drafted,,0,0
Sam Darnold,Panthers,29048,5,66687,6888,31145,26,QB,Offense,2022,18858000,0,0,0,0,0,0,0,18858000,0,0,18585000,0,,0,18858000,0,,18858000,0,0,Active,Drafted,,0,0
Lamar Jackson,Ravens,46416,3,66693,6917,15756,5,QB,Offense,2022,23016000,0,0,0,0,0,0,0,23016000,0,0,23016000,0,,0,23016000,0,,23016000,0,0,Active,Drafted,,0,0
Bradley Chubb,Broncos,48526,10,66694,6890,15729,13,34OLB,Defense,2022,12716000,0,0,0,0,0,0,0,12716000,0,0,12716000,0,,0,12716000,0,,0,0,0,Active,Drafted,,0,0
Tyson Campbell,Jaguars,83217,15,66698,9497,31289,11,CB,Defense,2022,1069778,979110,0,0,0,0,0,0,2048888,0,0,1069778,0,,0,1069778,0,,1069778,0,0,Active,Drafted,,0,0
Tyson Campbell,Jaguars,83217,15,66699,9497,31289,11,CB,Defense,2023,1479556,979110,0,0,0,0,0,0,2458666,0,0,1479556,0,,0,1479556,0,,1479556,0,0,Active,Drafted,,0,0
Tyson Campbell,Jaguars,83217,15,66700,9497,31289,11,CB,Defense,2024,1789334,979110,0,0,100000,0,0,0,2868444,0,0,50000,0,,0,1889334,0,,1889334,0,0,Active,Drafted,,0,0
Elijah Moore,Jets,84302,22,66703,9498,31290,4,WR,Offense,2022,1066383,965531,0,0,0,0,0,0,2031914,0,0,1066383,0,,0,1066383,0,,1066383,0,0,Active,Drafted,,0,0
Elijah Moore,Jets,84302,22,66704,9498,31290,4,WR,Offense,2023,1472766,965531,0,0,0,0,0,0,2438297,0,0,1472766,0,,0,1472766,0,,1472766,0,0,Active,Drafted,,0,0
Elijah Moore,Jets,84302,22,66705,9498,31290,4,WR,Offense,2024,1879149,965531,0,0,0,0,0,0,2844680,0,0,0,0,,0,1879149,0,,1879149,0,0,Active,Drafted,,0,0
Javonte Williams,Broncos,77803,10,66708,9499,31291,13,RB,Offense,2022,1062989,951955,0,0,0,0,0,0,2014944,0,0,1062989,0,,0,1062989,0,,1062989,0,0,Active,Drafted,,0,0
Javonte Williams,Broncos,77803,10,66709,9499,31291,13,RB,Offense,2023,1465978,951955,0,0,0,0,0,0,2417933,0,0,1187442,0,,0,1465978,0,,1465978,0,0,Active,Drafted,,0,0
Javonte Williams,Broncos,77803,10,66710,9499,31291,13,RB,Offense,2024,1868967,951955,0,0,0,0,0,0,2820922,0,0,0,0,,0,1868967,0,,1868967,0,0,Active,Drafted,,0,0
Jevon Holland,Dolphins,83873,17,66713,9500,31292,3,S,Defense,2022,1056200,924801,0,0,0,0,0,0,1981001,0,0,1056201,0,,0,1056200,0,,1056200,0,0,Active,Drafted,,0,0
Jevon Holland,Dolphins,83873,17,66714,9500,31292,3,S,Defense,2023,1452402,924801,0,0,0,0,0,0,2377201,0,0,842392,0,,0,1452400,0,,1452400,0,0,Active,Drafted,,0,0
Jevon Holland,Dolphins,83873,17,66715,9500,31292,3,S,Defense,2024,1848600,924801,0,0,0,0,0,0,2773401,0,0,0,0,,0,1848600,0,,1848600,0,0,Active,Drafted,,0,0
Landon Dickerson,Eagles,41712,24,66718,9501,31293,19,C,Offense,2022,1053485,913940,0,0,0,0,0,0,1967425,0,0,1053485,0,,0,1053485,0,,1053485,0,0,Active,Drafted,,0,0
Landon Dickerson,Eagles,41712,24,66719,9501,31293,19,C,Offense,2023,1446970,913940,0,0,0,0,0,0,2360910,0,0,589141,0,,0,1446970,0,,1446970,0,0,Active,Drafted,,0,0
Landon Dickerson,Eagles,41712,24,66720,9501,31293,19,C,Offense,2024,1840455,913940,0,0,0,0,0,0,2754395,0,0,0,0,,0,1840455,0,,1840455,0,0,Active,Drafted,,0,0
Christian Barmore,Patriots,82198,19,66723,9502,31294,2,DT,Defense,2022,1047376,889503,0,0,0,0,0,0,1936879,0,0,1047376,0,,0,1047376,0,,1047376,0,0,Active,Drafted,,0,0
Christian Barmore,Patriots,82198,19,66724,9502,31294,2,DT,Defense,2023,1434752,889503,0,0,0,0,0,0,2324255,0,0,287000,0,,0,1434752,0,,1434752,0,0,Active,Drafted,,0,0
Christian Barmore,Patriots,82198,19,66725,9502,31294,2,DT,Defense,2024,1822128,889503,0,0,0,0,0,0,2711631,0,0,0,0,,0,1822128,0,,1822128,0,0,Active,Drafted,,0,0
Teven Jenkins,Bears,41534,6,66728,9503,31295,21,LT,Offense,2022,1041266,865063,0,0,0,0,0,0,1906329,0,0,1041266,0,,0,1041266,0,,1041266,0,0,Active,Drafted,,0,0
Teven Jenkins,Bears,41534,6,66729,9503,31295,21,LT,Offense,2023,1422532,865063,0,0,0,0,0,0,2287595,0,0,100000,0,,0,1422532,0,,1422532,0,0,Active,Drafted,,0,0
Teven Jenkins,Bears,41534,6,66730,9503,31295,21,LT,Offense,2024,1803798,865063,0,0,0,0,0,0,2668861,0,0,0,0,,0,1803798,0,,1803798,0,0,Active,Drafted,,0,0
Richie Grant,Falcons,43196,2,66733,9504,31296,25,S,Defense,2022,1035835,843343,0,0,0,0,0,0,1879176,0,0,1035835,0,,0,1035835,0,,1035835,0,0,Active,Drafted,,0,0
Richie Grant,Falcons,43196,2,66734,9504,31296,25,S,Defense,2023,1411670,843343,0,0,0,0,0,0,2255011,0,0,0,0,,0,1411670,0,,1411670,0,0,Active,Drafted,,0,0
Richie Grant,Falcons,43196,2,66735,9504,31296,25,S,Defense,2024,1787505,843343,0,0,0,0,0,0,2630846,0,0,0,0,,0,1787505,0,,1787505,0,0,Active,Drafted,,0,0
Levi Onwuzurike,Lions,43679,11,66738,9505,31297,22,DT,Defense,2022,1030404,821617,0,0,0,0,0,0,1852021,0,0,1030404,0,,0,1030404,0,,1030404,0,0,Active,Drafted,,0,0
Levi Onwuzurike,Lions,43679,11,66739,9505,31297,22,DT,Defense,2023,1300808,821617,0,0,100000,0,0,0,2222425,0,0,0,0,,0,1400808,0,,1400808,0,0,Active,Drafted,,0,0
Levi Onwuzurike,Lions,43679,11,66740,9505,31297,22,DT,Defense,2024,1671212,821617,0,0,100000,0,0,0,2592829,0,0,0,0,,0,1771212,0,,1771212,0,0,Active,Drafted,,0,0
Liam Eichenberg,Dolphins,41851,17,66743,9506,31298,3,LT,Offense,2022,1024295,797178,0,0,0,0,0,0,1821473,0,0,1024295,0,,0,1024295,0,,1024295,0,0,Active,Drafted,,0,0
Liam Eichenberg,Dolphins,41851,17,66744,9506,31298,3,LT,Offense,2023,1388590,797178,0,0,0,0,0,0,2185768,0,0,0,0,,0,1388590,0,,1388590,0,0,Active,Drafted,,0,0
Liam Eichenberg,Dolphins,41851,17,66745,9506,31298,3,LT,Offense,2024,1752885,797178,0,0,0,0,0,0,2550063,0,0,0,0,,0,1752885,0,,1752885,0,0,Active,Drafted,,0,0
Trevon Moehrig,Raiders,77847,23,66748,9507,31299,16,S,Defense,2022,1018864,775457,0,0,0,0,0,0,1794321,0,0,1018864,0,,0,1018865,0,,1018865,0,0,Active,Drafted,,0,0
Trevon Moehrig,Raiders,77847,23,66749,9507,31299,16,S,Defense,2023,1377728,775457,0,0,0,0,0,0,2153185,0,0,0,0,,0,1377728,0,,1377728,0,0,Active,Drafted,,0,0
Trevon Moehrig,Raiders,77847,23,66750,9507,31299,16,S,Defense,2024,1736592,775457,0,0,0,0,0,0,2512049,0,0,0,0,,0,1736592,0,,1736592,0,0,Active,Drafted,,0,0
Kelvin Joseph,Cowboys,83051,9,66753,9508,31300,18,CB,Defense,2022,1013689,754757,0,0,0,0,0,0,1768446,0,0,1013689,0,,0,1013689,0,,1013689,0,0,Active,Drafted,,0,0
Kelvin Joseph,Cowboys,83051,9,66754,9508,31300,18,CB,Defense,2023,1367378,754757,0,0,0,0,0,0,2122135,0,0,0,0,,0,1367378,0,,1367378,0,0,Active,Drafted,,0,0
Kelvin Joseph,Cowboys,83051,9,66755,9508,31300,18,CB,Defense,2024,1721067,754757,0,0,0,0,0,0,2475824,0,0,0,0,,0,1721067,0,,1721067,0,0,Active,Drafted,,0,0
Walker Little,Jaguars,52287,15,66758,9509,31301,11,LT,Offense,2022,1006441,725764,0,0,0,0,0,0,1732205,0,0,1006441,0,,0,1006441,0,,1006441,0,0,Active,Drafted,,0,0
Walker Little,Jaguars,52287,15,66759,9509,31301,11,LT,Offense,2023,1252882,725764,0,0,100000,0,0,0,2078646,0,0,0,0,,0,1352882,0,,1352882,0,0,Active,Drafted,,0,0
Walker Little,Jaguars,52287,15,66760,9509,31301,11,LT,Offense,2024,1599323,725764,0,0,100000,0,0,0,2425087,0,0,0,0,,0,1699323,0,,1699323,0,0,Active,Drafted,,0,0
Jackson Carman,Bengals,52575,7,66763,9510,31302,7,LG,Offense,2022,998635,694538,0,0,0,0,0,0,1693173,0,0,998635,0,,0,998635,0,,998635,0,0,Active,Drafted,,0,0
Jackson Carman,Bengals,52575,7,66764,9510,31302,7,LG,Offense,2023,1337269,694538,0,0,0,0,0,0,20319,0,0,0,0,,0,1337269,0,,1337269,0,0,Active,Drafted,,0,0
Jackson Carman,Bengals,52575,7,66765,9510,31302,7,LG,Offense,2024,1675904,694538,0,0,0,0,0,0,2370442,0,0,0,0,,0,1675904,0,,1675904,0,0,Active,Drafted,,0,0
Asante Samuel Jr.,Chargers,76625,27,66768,9511,31303,15,CB,Defense,2022,988316,653263,0,0,0,0,0,0,1641579,0,0,988316,0,,0,988317,0,,988317,0,0,Active,Drafted,,0,0
Asante Samuel Jr.,Chargers,76625,27,66769,9511,31303,15,CB,Defense,2023,1316632,653263,0,0,0,0,0,0,1969895,0,0,0,0,,0,1316634,0,,1316634,0,0,Active,Drafted,,0,0
Asante Samuel Jr.,Chargers,76625,27,66770,9511,31303,15,CB,Defense,2024,1644948,653263,0,0,0,0,0,0,2298211,0,0,0,0,,0,1644951,0,,1644951,0,0,Active,Drafted,,0,0
Aaron Banks,49ers,59983,28,66773,9512,31304,31,LG,Offense,2022,981528,626110,0,0,0,0,0,0,1607638,0,0,981528,0,,0,981528,0,,981528,0,0,Active,Drafted,,0,0
Aaron Banks,49ers,59983,28,66774,9512,31304,31,LG,Offense,2023,1253056,626110,0,0,50000,0,0,0,1929166,0,0,0,0,,0,1303056,0,,1303056,0,0,Active,Drafted,,0,0
Aaron Banks,49ers,59983,28,66775,9512,31304,31,LG,Offense,2024,1574584,626110,0,0,50000,0,0,0,2250694,0,0,0,0,,0,1624584,0,,1624584,0,0,Active,Drafted,,0,0
Rondale Moore,Cardinals,62890,1,66778,9513,31305,29,WR,Offense,2022,974739,598955,0,0,0,0,0,0,1573694,0,0,974739,0,,0,974739,0,,974739,0,0,Active,Drafted,,0,0
Rondale Moore,Cardinals,62890,1,66779,9513,31305,29,WR,Offense,2023,1289478,598955,0,0,0,0,0,0,1888433,0,0,0,0,,0,1289478,0,,1289478,0,0,Active,Drafted,,0,0
Rondale Moore,Cardinals,62890,1,66780,9513,31305,29,WR,Offense,2024,1604217,598955,0,0,0,0,0,0,2203172,0,0,0,0,,0,1604217,0,,1604217,0,0,Active,Drafted,,0,0
Azeez Ojulari,Giants,81959,21,66783,9514,31306,17,EDGE,Defense,2022,967951,571802,0,0,0,0,0,0,1539753,0,0,967951,0,,0,967951,0,,967951,0,0,Active,Drafted,,0,0
Azeez Ojulari,Giants,81959,21,66784,9514,31306,17,EDGE,Defense,2023,1275902,571802,0,0,0,0,0,0,1847704,0,0,0,0,,0,1275902,0,,1275902,0,0,Active,Drafted,,0,0
Azeez Ojulari,Giants,81959,21,66785,9514,31306,17,EDGE,Defense,2024,1583853,571802,0,0,0,0,0,0,2155655,0,0,0,0,,0,1583853,0,,1583853,0,0,Active,Drafted,,0,0
Samuel Cosmi,Commanders,60114,32,66788,9515,31307,20,RT,Offense,2022,961162,544649,0,0,0,0,0,0,1505811,0,0,961162,0,,0,961162,0,,961162,0,0,Active,Drafted,,0,0
Samuel Cosmi,Commanders,60114,32,66789,9515,31307,20,RT,Offense,2023,1262324,544649,0,0,0,0,0,0,1806973,0,0,0,0,,0,1262324,0,,1262324,0,0,Active,Drafted,,0,0
Samuel Cosmi,Commanders,60114,32,66790,9515,31307,20,RT,Offense,2024,1563486,544649,0,0,0,0,0,0,2108135,0,0,0,0,,0,1563486,0,,1563486,0,0,Active,Drafted,,0,0
Jeremiah Owusu-Koramoah,Browns,58089,8,66793,9516,31308,6,LB,Defense,2022,954374,517495,0,0,0,0,0,0,1471869,0,0,954374,0,,0,954374,0,,954374,0,0,Active,Drafted,,0,0
Jeremiah Owusu-Koramoah,Browns,58089,8,66794,9516,31308,6,LB,Defense,2023,1173748,517495,0,0,75000,0,0,0,1766243,0,0,0,0,,0,1248748,0,,1248748,0,0,Active,Drafted,,0,0
Jeremiah Owusu-Koramoah,Browns,58089,8,66795,9516,31308,6,LB,Defense,2024,1468122,517495,0,0,75000,0,0,0,2060617,0,0,0,0,,0,1543122,0,,1543122,0,0,Active,Drafted,,0,0
Dillon Radunz,Titans,30551,31,66798,9517,31309,12,RT,Offense,2022,947585,490341,0,0,0,0,0,0,1437926,0,0,947585,0,,0,947585,0,,947585,0,0,Active,Drafted,,0,0
Dillon Radunz,Titans,30551,31,66799,9517,31309,12,RT,Offense,2023,1235170,490341,0,0,0,0,0,0,1725511,0,0,0,0,,0,1235170,0,,1235170,0,0,Active,Drafted,,0,0
Dillon Radunz,Titans,30551,31,66800,9517,31309,12,RT,Offense,2024,1522755,490341,0,0,0,0,0,0,2013096,0,0,0,0,,0,1522755,0,,1522755,0,0,Active,Drafted,,0,0
Dayo Odeyingbo,Colts,56923,14,66803,9518,31310,10,EDGE,Defense,2022,940797,463187,0,0,0,0,0,0,1403984,0,0,940797,0,,0,940797,0,,940797,0,0,Active,Drafted,,0,0
Dayo Odeyingbo,Colts,56923,14,66804,9518,31310,10,EDGE,Defense,2023,1221594,463187,0,0,0,0,0,0,1684781,0,0,0,0,,0,1221594,0,,1221594,0,0,Active,Drafted,,0,0
Dayo Odeyingbo,Colts,56923,14,66805,9518,31310,10,EDGE,Defense,2024,1502391,463187,0,0,0,0,0,0,1965578,0,0,0,0,,0,1502391,0,,1502391,0,0,Active,Drafted,,0,0
Pat Freiermuth,Steelers,84085,25,66808,9519,31311,8,TE,Offense,2022,934008,436033,0,0,0,0,0,0,1370041,0,0,934008,0,,0,934008,0,,934008,0,0,Active,Drafted,,0,0
Pat Freiermuth,Steelers,84085,25,66809,9519,31311,8,TE,Offense,2023,1208016,436033,0,0,0,0,0,0,1644049,0,0,0,0,,0,1208016,0,,1208016,0,0,Active,Drafted,,0,0
Pat Freiermuth,Steelers,84085,25,66810,9519,31311,8,TE,Offense,2024,1482024,436033,0,0,0,0,0,0,1918057,0,0,0,0,,0,1482024,0,,1482024,0,0,Active,Drafted,,0,0
D\'Wayne Eskridge,Seahawks,29573,29,66813,9520,31312,32,WR,Offense,2022,930614,422457,0,0,0,0,0,0,1353071,0,0,930614,0,,0,930614,0,,930614,0,0,Active,Drafted,,0,0
D\'Wayne Eskridge,Seahawks,29573,29,66814,9520,31312,32,WR,Offense,2023,1201228,422457,0,0,0,0,0,0,1623685,0,0,0,0,,0,1201228,0,,1201228,0,0,Active,Drafted,,0,0
D\'Wayne Eskridge,Seahawks,29573,29,66815,9520,31312,32,WR,Offense,2024,1471842,422457,0,0,0,0,0,0,1894329,0,0,0,0,,0,1471842,0,,1471842,0,0,Active,Drafted,,0,0
Tutu Atwell,Rams,77965,26,66818,9521,31313,30,WR,Offense,2022,928577,414309,0,0,0,0,0,0,1342886,0,0,928577,0,,0,928577,0,,928577,0,0,Active,Drafted,,0,0
Tutu Atwell,Rams,77965,26,66819,9521,31313,30,WR,Offense,2023,1197154,414309,0,0,0,0,0,0,1611463,0,0,0,0,,0,1197154,0,,1197154,0,0,Active,Drafted,,0,0
Tutu Atwell,Rams,77965,26,66820,9521,31313,30,WR,Offense,2024,1465731,414309,0,0,0,0,0,0,1880040,0,0,0,0,,0,1465731,0,,1465731,0,0,Active,Drafted,,0,0
Nick Bolton,Chiefs,81322,16,66823,9522,31314,14,LB,Defense,2022,925184,400734,0,0,0,0,0,0,1325918,0,0,925184,0,,0,925184,0,,925184,0,0,Active,Drafted,,0,0
Nick Bolton,Chiefs,81322,16,66824,9522,31314,14,LB,Defense,2023,1090368,400734,0,0,100000,0,0,0,1591102,0,0,0,0,,0,1190368,0,,1190368,0,0,Active,Drafted,,0,0
Nick Bolton,Chiefs,81322,16,66825,9522,31314,14,LB,Defense,2024,1330552,400734,0,0,125000,0,0,0,1856286,0,0,0,0,,0,1455552,0,,1455552,0,0,Active,Drafted,,0,0
Terrace Marshall Jr.,Panthers,84271,5,66828,9523,31315,26,WR,Offense,2022,920431,381724,0,0,0,0,0,0,1302155,0,0,920431,0,,0,920431,0,,920431,0,0,Active,Drafted,,0,0
Terrace Marshall Jr.,Panthers,84271,5,66829,9523,31315,26,WR,Offense,2023,1105862,381724,0,0,75000,0,0,0,1562586,0,0,0,0,,0,1180862,0,,1180862,0,0,Active,Drafted,,0,0
Terrace Marshall Jr.,Panthers,84271,5,66830,9523,31315,26,WR,Offense,2024,1366293,381724,0,0,75000,0,0,0,1823017,0,0,0,0,,0,1441293,0,,1441293,0,0,Active,Drafted,,0,0
Pete Werner,Saints,58093,20,66833,9524,31316,27,LB,Defense,2022,918395,373578,0,0,0,0,0,0,1291973,0,0,918395,0,,0,918395,0,,918395,0,0,Active,Drafted,,0,0
Pete Werner,Saints,58093,20,66834,9524,31316,27,LB,Defense,2023,1176790,373578,0,0,0,0,0,0,1550368,0,0,0,0,,0,1176790,0,,1176790,0,0,Active,Drafted,,0,0
Pete Werner,Saints,58093,20,66835,9524,31316,27,LB,Defense,2024,1435185,373578,0,0,0,0,0,0,1808763,0,0,0,0,,0,1435185,0,,1435185,0,0,Active,Drafted,,0,0
Carlos Basham Jr.,Bills,44320,4,66838,9525,31317,1,EDGE,Defense,2022,915679,362717,0,0,0,0,0,0,1278396,0,0,915679,0,,0,915679,0,,915679,0,0,Active,Drafted,,0,0
Carlos Basham Jr.,Bills,44320,4,66839,9525,31317,1,EDGE,Defense,2023,1096358,362717,0,0,75000,0,0,0,1534075,0,0,0,0,,0,1171358,0,,1171358,0,0,Active,Drafted,,0,0
Carlos Basham Jr.,Bills,44320,4,66840,9525,31317,1,EDGE,Defense,2024,1352037,362717,0,0,75000,0,0,0,1789754,0,0,0,0,,0,1427037,0,,1427037,0,0,Active,Drafted,,0,0
Josh Myers,Packers,59992,12,66843,9526,31318,23,C,Offense,2022,913643,354571,0,0,0,0,0,0,1268214,0,0,913643,0,,0,913643,0,,913643,0,0,Active,Drafted,,0,0
Josh Myers,Packers,59992,12,66844,9526,31318,23,C,Offense,2023,1167286,354571,0,0,0,0,0,0,1521857,0,0,0,0,,0,1167286,0,,1167286,0,0,Active,Drafted,,0,0
Josh Myers,Packers,59992,12,66845,9526,31318,23,C,Offense,2024,1420929,354571,0,0,0,0,0,0,1775500,0,0,0,0,,0,1420929,0,,1420929,0,0,Active,Drafted,,0,0
Creed Humphrey,Chiefs,59996,16,66848,9527,31319,14,C,Offense,2022,912964,351856,0,0,0,0,0,0,1264820,0,0,912964,0,,0,912964,0,,912964,0,0,Active,Drafted,,0,0
Creed Humphrey,Chiefs,59996,16,66849,9527,31319,14,C,Offense,2023,1090928,351856,0,0,75000,0,0,0,1517784,0,0,0,0,,0,1165928,0,,1165928,0,0,Active,Drafted,,0,0
Creed Humphrey,Chiefs,59996,16,66850,9527,31319,14,C,Offense,2024,1343892,351856,0,0,75000,0,0,0,1770748,0,0,0,0,,0,1418892,0,,1418892,0,0,Active,Drafted,,0,0
Kyle Trask,Buccaneers,39987,30,66853,9528,31320,28,QB,Offense,2022,911606,346425,0,0,0,0,0,0,1258031,0,0,911606,0,,0,911606,0,,911606,0,0,Active,Drafted,,0,0
Kyle Trask,Buccaneers,39987,30,66854,9528,31320,28,QB,Offense,2023,1163212,346425,0,0,0,0,0,0,1509637,0,0,0,0,,0,1163212,0,,1163212,0,0,Active,Drafted,,0,0
Kyle Trask,Buccaneers,39987,30,66855,9528,31320,28,QB,Offense,2024,1414818,346425,0,0,0,0,0,0,1761243,0,0,0,0,,0,1414818,0,,1414818,0,0,Active,Drafted,,0,0
Andre Cisco,Jaguars,76641,15,66858,9529,31321,11,S,Defense,2022,898023,292090,0,0,0,0,0,0,1190113,0,0,0,0,,0,898023,0,,898023,0,0,Active,Drafted,,0,0
Andre Cisco,Jaguars,76641,15,66859,9529,31321,11,S,Defense,2023,1136046,292090,0,0,0,0,0,0,1428136,0,0,0,0,,0,1136046,0,,1136046,0,0,Active,Drafted,,0,0
Andre Cisco,Jaguars,76641,15,66860,9529,31321,11,S,Defense,2024,1374069,292090,0,0,0,0,0,0,1666159,0,0,0,0,,0,1374069,0,,1374069,0,0,Active,Drafted,,0,0
Kellen Mond,Vikings,60556,18,66863,9530,31322,24,QB,Offense,2022,897428,289711,0,0,0,0,0,0,1187139,0,0,0,0,,0,897428,0,,897428,0,0,Active,Drafted,,0,0
Kellen Mond,Vikings,60556,18,66864,9530,31322,24,QB,Offense,2023,1134856,289711,0,0,0,0,0,0,1424567,0,0,0,0,,0,1134856,0,,1134856,0,0,Active,Drafted,,0,0
Kellen Mond,Vikings,60556,18,66865,9530,31322,24,QB,Offense,2024,1372284,289711,0,0,0,0,0,0,1661995,0,0,0,0,,0,1372284,0,,1372284,0,0,Active,Drafted,,0,0
Davis Mills,Texans,52269,13,66868,9531,31323,9,QB,Offense,2022,897368,289473,0,0,0,0,0,0,1186841,0,0,0,0,,0,897368,0,,897368,0,0,Active,Drafted,,0,0
Davis Mills,Texans,52269,13,66869,9531,31323,9,QB,Offense,2023,1134736,289473,0,0,0,0,0,0,1424209,0,0,0,0,,0,1134736,0,,1134736,0,0,Active,Drafted,,0,0
Davis Mills,Texans,52269,13,66870,9531,31323,9,QB,Offense,2024,1372104,289473,0,0,0,0,0,0,1661577,0,0,0,0,,0,1372104,0,,1372104,0,0,Active,Drafted,,0,0
Jalen Mayfield,Falcons,81725,2,66873,9532,31324,25,LG,Offense,2022,896728,286911,0,0,0,0,0,0,1183639,0,0,0,0,,0,896728,0,,896728,0,0,Active,Drafted,,0,0
Jalen Mayfield,Falcons,81725,2,66874,9532,31324,25,LG,Offense,2023,1133456,286911,0,0,0,0,0,0,1420367,0,0,0,0,,0,1133456,0,,1133456,0,0,Active,Drafted,,0,0
Jalen Mayfield,Falcons,81725,2,66875,9532,31324,25,LG,Offense,2024,1370184,286911,0,0,0,0,0,0,1657095,0,0,0,0,,0,1370184,0,,1370184,0,0,Active,Drafted,,0,0
Joseph Ossai,Bengals,77205,7,66878,9533,31325,7,EDGE,Defense,2022,896028,284112,0,0,0,0,0,0,1180140,0,0,0,0,,0,896028,0,,896028,0,0,Active,Drafted,,0,0
Joseph Ossai,Bengals,77205,7,66879,9533,31325,7,EDGE,Defense,2023,1132056,284112,0,0,0,0,0,0,1416168,0,0,0,0,,0,1132056,0,,1132056,0,0,Active,Drafted,,0,0
Joseph Ossai,Bengals,77205,7,66880,9533,31325,7,EDGE,Defense,2024,1368084,284112,0,0,0,0,0,0,1652196,0,0,0,0,,0,1368084,0,,1368084,0,0,Active,Drafted,,0,0
Brady Christensen,Panthers,51985,5,66883,9534,31326,26,LT,Offense,2022,825000,278778,0,0,69695,0,0,0,1173473,0,0,0,0,,0,894695,0,,894695,0,0,Active,Drafted,,0,0
Brady Christensen,Panthers,51985,5,66884,9534,31326,26,LT,Offense,2023,940000,278778,0,0,189390,0,0,0,1408168,0,0,0,0,,0,1129390,0,,1129390,0,0,Active,Drafted,,0,0
Brady Christensen,Panthers,51985,5,66885,9534,31326,26,LT,Offense,2024,1055000,278778,0,0,309085,0,0,0,1642863,0,0,0,0,,0,1364085,0,,1364085,0,0,Active,Drafted,,0,0
Aaron Robinson,Giants,50370,21,66888,9535,31327,17,CB,Defense,2022,893786,275144,0,0,0,0,0,0,1168930,0,0,0,0,,0,893786,0,,893786,0,0,Active,Drafted,,0,0
Aaron Robinson,Giants,50370,21,66889,9535,31327,17,CB,Defense,2023,1127572,275144,0,0,0,0,0,0,1402716,0,0,0,0,,0,1127572,0,,1127572,0,0,Active,Drafted,,0,0
Aaron Robinson,Giants,50370,21,66890,9535,31327,17,CB,Defense,2024,1361358,275144,0,0,0,0,0,0,1636502,0,0,0,0,,0,1361358,0,,1361358,0,0,Active,Drafted,,0,0
Alim McNeill,Lions,76996,11,66893,9536,31328,22,DT,Defense,2022,868145,272578,0,0,25000,0,0,0,1165723,0,0,0,0,,0,893145,0,,893145,0,0,Active,Drafted,,0,0
Alim McNeill,Lions,76996,11,66894,9536,31328,22,DT,Defense,2023,1101290,272578,0,0,25000,0,0,0,1398868,0,0,0,0,,0,1126290,0,,1126290,0,0,Active,Drafted,,0,0
Alim McNeill,Lions,76996,11,66895,9536,31328,22,DT,Defense,2024,1334435,272578,0,0,25000,0,0,0,1632013,0,0,0,0,,0,1359435,0,,1359435,0,0,Active,Drafted,,0,0
Milton Williams,Eagles,56682,24,66898,9537,31329,19,DT,Defense,2022,892281,269124,0,0,0,0,0,0,1161405,0,0,0,0,,0,892281,0,,892281,0,0,Active,Drafted,,0,0
Milton Williams,Eagles,56682,24,66899,9537,31329,19,DT,Defense,2023,1124562,269124,0,0,0,0,0,0,1393686,0,0,0,0,,0,1124562,0,,1124562,0,0,Active,Drafted,,0,0
Milton Williams,Eagles,56682,24,66900,9537,31329,19,DT,Defense,2024,1356843,269124,0,0,0,0,0,0,1625967,0,0,0,0,,0,1356843,0,,1356843,0,0,Active,Drafted,,0,0
Benjamin St-Juste,Commanders,56061,32,66903,9538,31330,20,CB,Defense,2022,891853,267410,0,0,0,0,0,0,1159263,0,0,0,0,,0,891853,0,,891853,0,0,Active,Drafted,,0,0
Benjamin St-Juste,Commanders,56061,32,66904,9538,31330,20,CB,Defense,2023,1123706,267410,0,0,0,0,0,0,1391116,0,0,0,0,,0,1123706,0,,1123706,0,0,Active,Drafted,,0,0
Benjamin St-Juste,Commanders,56061,32,66905,9538,31330,20,CB,Defense,2024,1355559,267410,0,0,0,0,0,0,1622969,0,0,0,0,,0,1355559,0,,1355559,0,0,Active,Drafted,,0,0
Osa Odighizuwa,Cowboys,42754,9,66908,9539,31331,18,DT,Defense,2022,891191,264762,0,0,0,0,0,0,1155953,0,0,0,0,,0,891191,0,,891191,0,0,Active,Drafted,,0,0
Osa Odighizuwa,Cowboys,42754,9,66909,9539,31331,18,DT,Defense,2023,1122382,264762,0,0,0,0,0,0,1387144,0,0,0,0,,0,1122382,0,,1122382,0,0,Active,Drafted,,0,0
