Name,Team,pff_id,pff_franchise_id,ID,player_id,contract_id,team_id,Position,Role,Year,BS,PB,RB,PGRB,WO,OB,option_bonus,restructure_bonus,CP,DM,CS,GBS,VGBS,Notes,CshBns,Cshpay,Cshtocp,tb,initial_cash,old_money,cash_dead,Status,contract_type,provisional,credits,is_split_salary
Tyron Smith,Cowboys,6161,9,12718,663,1429,18,LT,Offense,2022,13500000,4005000,0,0,0,0,0,0,17505000,0,0,0,0,,0,13500000,0,,13500000,0,0,Active,Extension,,0,0
Tyron Smith,Cowboys,6161,9,12719,663,1429,18,LT,Offense,2023,13600000,4005000,0,0,0,0,0,0,17605000,0,0,0,0,,0,13600000,0,,13600000,0,0,Active,Extension,,0,0
Charley Hughlett,Browns,7336,8,26759,2907,3635,6,LS,Special,2022,1250000,0,0,0,0,0,0,0,1250000,0,0,0,0,,0,1250000,0,,1250000,0,0,Active,ERFA,,0,0
Jimmy Garoppolo,49ers,8697,28,36387,3001,15093,31,QB,Offense,2022,24200000,1400000,0,800000,600000,0,0,0,26950000,0,0,0,0,$7.5MP5injgtd,0,25600000,0,,25600000,0,0,Active,UFA,,0,0
Mike Evans,Buccaneers,8642,30,37020,2946,15393,28,WR,Offense,2022,1120000,9198500,0,0,0,0,0,12880000,10318500,0,0,0,0,,0,14000000,0,,14000000,0,0,Active,Extension,,0,0
Mike Evans,Buccaneers,8642,30,37021,2946,15393,28,WR,Offense,2023,13000000,9198500,1500000,0,0,0,0,0,23698500,0,0,0,0,,0,14500000,0,,14500000,0,0,Active,Extension,,0,0
Eric Kendricks,Vikings,9478,18,37501,3893,15697,24,ILB,Defense,2022,9150000,4030000,0,250000,100000,0,0,0,13514375,0,0,0,0,,0,9500000,0,,9500000,0,0,Active,Extension,,0,0
Eric Kendricks,Vikings,9478,18,37502,3893,15697,24,ILB,Defense,2023,9150000,1930000,0,250000,100000,0,0,0,11430000,0,0,0,0,,0,9500000,0,,9500000,0,0,Active,Extension,,0,0
Zack Martin,Cowboys,8651,9,40428,2955,16672,18,RG,Offense,2022,1641000,10390000,0,0,0,0,0,10200000,12031000,0,0,0,0,,0,11841000,0,,11841000,0,0,Active,Extension,,0,0
Zack Martin,Cowboys,8651,9,40429,2955,16672,18,RG,Offense,2023,13500000,6390000,0,0,0,0,0,0,19890000,0,0,0,0,,0,13500000,0,,13500000,0,0,Active,Extension,,0,0
Zack Martin,Cowboys,8651,9,40430,2955,16672,18,RG,Offense,2024,13000000,6390000,1000000,0,0,0,0,0,20390000,0,0,0,0,,0,14000000,0,,14000000,0,0,Active,Extension,,0,0
Danielle Hunter,Vikings,9521,18,40519,3936,16717,24,EDGE,Defense,2022,1400000,10620000,0,500000,100000,0,0,18000000,12338750,0,0,0,0,,0,20000000,0,,12000000,0,0,Active,Extension,,0,0
Danielle Hunter,Vikings,9521,18,40520,3936,16717,24,EDGE,Defense,2023,4900000,7620000,0,500000,100000,0,0,0,13120000,0,0,0,0,,0,5500000,0,,5500000,0,0,Active,Extension,,0,0
Taylor Lewan,Titans,8646,31,40624,2950,16755,12,LT,Offense,2022,12900000,1793969,0,0,0,0,0,0,14693969,0,0,0,0,,0,12900000,0,,12900000,0,0,Active,Extension,,0,0
Taylor Lewan,Titans,8646,31,40625,2950,16755,12,LT,Offense,2023,14841000,0,0,0,0,0,0,0,14841000,0,0,0,0,,0,1481000,0,,14841000,0,0,Active,Extension,,0,0
Joe Cardona,Patriots,9599,19,40634,4014,16758,2,LS,Special,2022,1120000,130000,0,80000,0,0,0,0,1330000,,,0,0,,0,1200000,,,1080000,0,0,Active,Extension,,0,0
Chris Boswell,Steelers,8990,25,41163,3378,17060,8,K,Special,2022,3260000,1683334,0,0,0,0,0,0,4948334,,,0,0,,0,3260000,,,3260000,0,0,Active,Extension,,0,0
Rob Havenstein,Rams,9490,26,41558,3905,17377,30,RT,Offense,2022,7250000,2348000,0,0,0,0,0,0,9598000,0,0,0,0,,0,7250000,0,,7250000,0,0,Active,Extension,,0,0
Isaac Seumalo,Eagles,10713,24,44786,4792,19305,19,LG,Offense,2022,5650000,2018000,0,0,0,0,0,0,7668000,0,0,0,0,5.672mescptpb,0,5650000,0,,5650000,0,0,Active,Extension,,0,0
Isaac Seumalo,Eagles,10713,24,44787,4792,19305,19,LG,Offense,2023,0,2018000,0,0,0,0,0,0,3838000,0,0,0,0,,0,0,0,,0,0,0,Active,Extension,Void,0,0
Isaac Seumalo,Eagles,10713,24,44788,4792,19305,19,LG,Offense,2024,0,1218000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,Active,Extension,Void,0,0
Adrian Amos,Packers,9575,12,44948,3990,19405,23,S,Defense,2022,1120000,5258000,0,400000,500000,0,0,5880000,7278000,0,0,0,0,,0,7900000,0,,7900000,0,0,Active,UFA,,0,0
Jason Myers,Seahawks,10207,29,45153,4628,19499,32,K,Special,2022,4000000,1000000,0,0,0,0,0,0,5000000,,,0,0,,0,4000000,,,4000000,0,0,Active,UFA,,0,0
C.J. Mosley,Jets,8652,22,45223,2956,19399,4,ILB,Defense,2022,16000000,1500000,0,0,0,0,0,0,17500000,0,0,16000000,0,,0,16000000,0,,17000000,0,0,Active,UFA,,0,0
C.J. Mosley,Jets,8652,22,45224,2956,19399,4,ILB,Defense,2023,17000000,1500000,0,0,0,0,0,0,18500000,0,0,0,0,,0,17000000,0,,17000000,0,0,Active,UFA,,0,0
Wil Lutz,Saints,11096,20,45300,5244,19561,27,K,Special,2022,3400000,1920000,200000,0,50000,0,0,0,5570000,0,0,0,0,,0,3650000,0,,3650000,0,0,Active,UFA,,0,0
Wil Lutz,Saints,11096,20,45301,5244,19561,27,K,Special,2023,3400000,1920000,250000,0,50000,0,0,0,5620000,0,0,0,0,,0,3700000,0,,3700000,0,0,Active,UFA,,0,0
Kyler Murray,Cardinals,38334,1,46943,7792,20983,29,QB,Offense,2022,965000,5897481,4524360,0,0,0,0,0,11386841,0,0,5289360,0,,0,5489360,0,,5289360,0,0,Active,Drafted,,0,0
Nick Bosa,49ers,42741,28,46947,7793,20984,31,43DE,Defense,2022,895000,5605339,4305225,0,0,0,0,0,10805594,0,0,5070225,0,,0,5200255,0,,5070225,0,0,Active,Drafted,,0,0
Quinnen Williams,Jets,44216,22,46951,7794,20985,4,DT,Defense,2022,965000,5419431,4165824,0,0,0,0,0,10550255,0,0,4930824,0,,0,5130824,0,,4930824,0,0,Active,Drafted,,0,0
Clelin Ferrell,Raiders,25955,23,46955,7795,20986,16,43DE,Defense,2022,4771476,5206966,0,0,0,0,0,0,9978442,,,4771476,0,,0,4771476,,,4771476,0,0,Active,Drafted,,0,0
Devin White,Buccaneers,43089,30,46959,7796,20987,28,ILB,Defense,2022,965000,4835148,3727611,0,0,0,0,0,9527760,0,0,4492611,0,,0,4692611,0,,4492611,0,0,Active,Drafted,,0,0
Daniel Jones,Giants,39395,21,46963,7797,20988,17,QB,Offense,2022,965000,4171192,3229644,0,0,0,0,0,8365836,0,0,3994644,0,,0,4194644,0,,3994644,0,0,Active,Drafted,,0,0
Josh Allen,Jaguars,50235,15,46967,7798,20989,11,EDGE,Defense,2022,3596268,3640025,0,0,0,0,0,0,7236293,0,0,3596268,0,,0,3640025,0,,3640025,0,0,Active,Drafted,,0,0
T.J. Hockenson,Lions,40912,11,46971,7799,20990,22,TE,Offense,2022,965000,3108859,2432895,0,0,0,0,0,6506754,0,0,3197895,0,,0,3397895,0,,3197895,0,0,Active,Drafted,,0,0
Ed Oliver,Bills,42200,4,46975,7800,20991,1,DT,Defense,2022,3177975,3082301,0,0,0,0,0,0,6260276,0,0,3177975,0,,0,3177975,0,,3177975,0,0,Active,Drafted,,0,0
Devin Bush,Steelers,27375,25,46979,7801,20992,8,ILB,Defense,2022,3068424,2936230,0,0,0,0,0,0,6004654,0,0,3068424,0,,0,3068424,0,,3068424,0,0,Active,Drafted,,0,0
Jonah Williams,Bengals,41651,7,46983,7802,20993,7,LT,Offense,2022,2899113,2710485,0,0,0,0,0,0,5609598,0,0,2899113,0,,0,2899113,0,,2899113,0,0,Active,Drafted,,0,0
Rashan Gary,Packers,42905,12,46987,7803,20994,23,EDGE,Defense,2022,2660088,2391784,0,0,0,0,0,0,5051872,0,0,2660088,0,,0,2660088,0,,2660088,0,0,Active,Drafted,,0,0
Christian Wilkins,Dolphins,50293,17,46991,7804,20995,3,DT,Defense,2022,2600331,2312109,0,0,0,0,0,0,4912440,0,0,2600331,0,,0,2600331,0,,2600331,0,0,Active,Drafted,,0,0
Chris Lindstrom,Falcons,46692,2,46995,7805,20996,25,RG,Offense,2022,2500740,2179319,0,0,0,0,0,0,4680059,0,0,2500740,0,,0,2500740,0,,2500740,0,0,Active,Drafted,,0,0
Brian Burns,Panthers,44522,5,47003,7807,20998,26,EDGE,Defense,2022,2341389,1966851,0,0,0,0,0,0,4308240,0,0,2341389,0,,0,2341389,0,,2341389,0,0,Active,Drafted,,0,0
Dexter Lawrence,Giants,25991,21,47007,7808,20999,17,DE,Defense,2022,2301552,1913734,0,0,0,0,0,0,4215286,0,0,2301552,0,,0,2301552,0,,2301552,0,0,Active,Drafted,,0,0
Garrett Bradbury,Vikings,46013,18,47011,7809,21000,24,C,Offense,2022,2251755,1847340,0,0,0,0,0,0,4099095,0,0,2251755,0,,0,2251755,0,,2251755,0,0,Active,Drafted,,0,0
Jeffery Simmons,Titans,43742,31,47015,7810,21001,12,DT,Defense,2022,2221875,1807501,0,0,0,0,0,0,4029376,0,0,2221875,0,,0,2221875,0,,2221875,0,0,Active,Drafted,,0,0
Darnell Savage Jr.,Packers,34247,12,47023,7812,21003,23,S,Defense,2022,2201958,1780943,0,0,0,0,0,0,3982901,0,0,2201958,0,,0,2201958,0,,2201958,0,0,Active,Drafted,,0,0
Andre Dillard,Eagles,29250,24,47027,7813,21004,19,LT,Offense,2022,2182038,1754384,0,0,0,0,0,0,3936422,0,0,2182038,0,,0,2182038,0,,2182038,0,0,Active,Drafted,,0,0
Tytus Howard,Texans,25472,13,47031,7814,21005,9,LT,Offense,2022,2162121,1727827,0,0,0,0,0,0,3889948,0,0,2162121,0,,0,2162121,0,,6162121,0,0,Active,Drafted,,0,0
Josh Jacobs,Raiders,45953,23,47035,7815,21006,16,RB,Offense,2022,2122281,1674709,0,0,0,0,0,0,3796990,,,2122281,0,,0,2122281,,,2122281,0,0,Active,Drafted,,0,0
Montez Sweat,Commanders,27271,32,47043,7817,21008,20,EDGE,Defense,2022,2082444,1621593,0,0,0,0,0,0,3704037,0,0,2082444,0,1.5M guar up for option,0,2082444,0,,2082444,0,0,Active,Drafted,,0,0
Johnathan Abram,Raiders,34646,23,47047,7818,21009,16,S,Defense,2022,2062527,1595035,0,0,0,0,0,0,3657562,0,0,1315000,0,,0,2062527,0,,2062527,0,0,Active,Drafted,,0,0
Jerry Tillery,Chargers,49949,27,47051,7819,21010,15,DE,Defense,2022,2052567,1581756,0,0,0,0,0,0,3634323,0,0,1128912,0,,0,2052567,0,,2052567,0,0,Active,Drafted,,0,0
L.J. Collier,Seahawks,48822,29,47055,7820,21011,32,43DE,Defense,2022,1972647,1475196,0,0,0,0,0,0,3447843,0,0,986324,0,,0,1972647,0,,1972647,0,0,Active,Drafted,,0,0
Kaleb McGary,Falcons,46912,2,47063,7822,21013,25,RT,Offense,2022,1894875,1371498,0,0,0,0,0,0,3266373,0,0,824570,0,,0,1894875,0,,1894875,0,0,Active,Drafted,,0,0
N'Keal Harry,Patriots,48297,19,47067,7823,21014,2,WR,Offense,2022,1872048,1341063,0,0,0,0,0,0,3213111,0,0,673937,0,,0,1872048,0,,1872048,0,0,Active,Drafted,,0,0
Byron Murphy,Cardinals,44027,1,47071,7824,21015,29,CB,Defense,2022,2790000,957636,0,0,0,0,0,0,3747636,0,0,0,0,,0,2790000,0,,1584477,0,0,Active,Drafted,,0,0
Jawaan Taylor,Jaguars,41665,15,47079,7826,21017,11,RT,Offense,2022,2790000,931077,0,0,0,0,0,0,3721077,0,0,0,0,,0,2790000,0,,1564557,0,0,Active,Drafted,,0,0
Deebo Samuel,49ers,48274,28,47083,7827,21018,31,WR,Offense,2022,3936000,904519,0,0,50000,0,0,0,4890519,0,0,0,0,,0,3986000,0,,2044640,0,0,Active,Drafted,,0,0
Cody Ford,Bills,39805,4,47091,7829,21020,1,RG,Offense,2022,1468747,869994,0,0,50000,0,0,0,2388741,0,0,0,0,,0,1518747,0,,1518747,0,0,Active,Drafted,,0,0
Sean Murphy-Bunting,Buccaneers,25891,30,47095,7830,21021,28,CB,Defense,2022,2540000,846090,0,0,0,0,0,0,3386090,0,0,0,0,,0,2540000,0,,1500819,0,0,Active,Drafted,,0,0
Trayvon Mullen,Raiders,41968,23,47099,7831,21022,16,CB,Defense,2022,2540000,824845,0,0,0,0,0,0,3364845,0,0,0,0,,0,2540000,0,,1484883,0,0,Active,Drafted,,0,0
Dalton Risner,Broncos,47008,10,47103,7832,21023,13,LG,Offense,2022,2690000,803597,0,0,100000,0,0,0,3593597,0,0,0,0,,0,2790000,0,,1468947,0,0,Active,Drafted,,0,0
Elgton Jenkins,Packers,46298,12,47115,7835,21026,23,LT,Offense,2022,3986000,738203,0,0,0,0,0,0,4724203,0,0,0,0,,0,3986000,0,,1419903,0,0,Active,Drafted,,0,0
Joejuan Williams,Patriots,29113,19,47119,7836,21027,2,CB,Defense,2022,1398636,709846,0,0,0,0,0,0,2108482,,,0,0,,0,1398636,,,1398636,0,0,Active,Drafted,,0,0
Greedy Williams,Browns,43254,8,47123,7837,21028,6,CB,Defense,2022,1325728,679305,0,0,50000,0,0,0,2055033,,,0,0,,0,1375728,,,1375728,0,0,Active,Drafted,,0,0
Marquise Blair,Seahawks,56263,29,47127,7838,21029,32,S,Defense,2022,1345452,638936,0,0,0,0,0,0,1984388,0,0,0,0,,0,1345452,0,,1345452,0,0,Active,Drafted,,0,0
Erik McCoy,Saints,37347,20,47131,7839,21030,27,C,Offense,2022,2790000,612378,0,0,0,0,0,0,3402378,0,0,0,0,,0,2790000,0,,1325535,0,0,Active,Drafted,,0,0
Ben Banogu,Colts,26554,14,47135,7840,21031,10,43DE,Defense,2022,1305615,585819,0,0,0,0,0,0,1891434,,,0,0,,0,1305615,,,1305615,0,0,Active,Drafted,,0,0
Irv Smith Jr.,Vikings,42060,18,47139,7841,21032,24,TE,Offense,2022,1285698,559260,0,0,0,0,0,0,1844960,0,0,0,0,,0,1285698,0,,1285698,0,0,Active,Drafted,,0,0
Drew Sample,Bengals,47259,7,47147,7843,21034,7,TE,Offense,2022,1245858,506145,0,0,0,0,0,0,1752003,,,0,0,,0,1245858,,,1245858,0,0,Active,Drafted,,0,0
Miles Sanders,Eagles,40555,24,47151,7844,21035,19,RB,Offense,2022,1225941,479587,0,0,0,0,0,0,1705528,0,0,0,0,,0,1225941,0,,1225941,0,0,Active,Drafted,,0,0
Max Scharping,Texans,46961,13,47159,7846,21037,9,RG,Offense,2022,2540000,426470,0,0,0,0,0,0,2966470,0,0,0,0,ppeLV1,0,2540000,0,,1186104,0,0,Active,Drafted,,0,0
Mecole Hardman,Chiefs,42683,16,47163,7847,21038,14,WR,Offense,2022,3911000,413191,0,0,75000,0,0,0,4399191,0,0,0,0,,0,3986000,0,,1176144,0,0,Active,Drafted,,0,0
J.J. Arcega-Whiteside,Eagles,35014,24,47167,7848,21039,19,WR,Offense,2022,1170168,405222,0,68833,0,0,0,0,1644223,0,0,0,0,add split pgarv-17th game,0,1239001,0,,1170168,0,0,Active,Drafted,,0,1
Trysten Hill,Cowboys,44519,9,47171,7849,21040,18,DT,Defense,2022,1160208,391945,0,0,0,0,0,0,1552153,0,0,0,0,,0,1160208,0,,1160208,0,0,Active,Drafted,,0,0
Parris Campbell,Colts,47940,14,47175,7850,21041,10,WR,Offense,2022,1146264,373355,0,0,0,0,0,0,1519616,0,0,0,0,,0,1146264,0,,1146264,0,0,Active,Drafted,,0,0
Nasir Adderley,Chargers,33880,27,47179,7851,21042,15,S,Defense,2022,2540000,365384,0,0,0,0,0,0,2905384,0,0,0,0,,0,2540000,0,,1140288,0,0,Active,Drafted,,0,0
Taylor Rapp,Rams,51172,26,47183,7852,21043,30,S,Defense,2022,2540000,354762,0,0,0,0,0,0,2894762,0,0,0,0,,0,2540000,0,,1132323,0,0,Active,Drafted,,0,0
Andy Isabella,Cardinals,47448,1,47187,7853,21044,29,WR,Offense,2022,1126347,346794,0,0,0,0,0,0,1473141,,,0,0,,0,1126347,,,1126347,0,0,Active,Drafted,,0,0
Juan Thornhill,Chiefs,50426,16,47191,7854,21045,14,S,Defense,2022,2765000,344139,0,0,25000,0,0,0,3134139,0,0,0,0,,0,2790000,0,,1124355,0,0,Active,Drafted,,0,0
D.K. Metcalf,Seahawks,47864,29,47195,7855,21046,32,WR,Offense,2022,3986000,338827,0,0,0,0,0,0,4324827,0,0,0,0,,0,3986000,0,,1120371,0,0,Active,Drafted,,0,0
Zach Allen,Cardinals,49605,1,47199,7856,21047,29,DE,Defense,2022,2540000,285684,0,0,0,0,0,0,2825684,0,0,0,0,,0,2540000,0,,1080513,0,0,Active,Drafted,,0,0
Diontae Johnson,Steelers,33441,25,47203,7857,21048,8,WR,Offense,2022,2790000,283357,0,0,0,0,0,0,3073357,0,0,0,0,,0,2790000,0,,1078767,0,0,Active,Drafted,,0,0
Darrell Henderson,Rams,41193,26,47219,7861,21052,30,RB,Offense,2022,1060601,272664,0,0,0,0,0,0,1333265,0,0,0,0,,0,1060601,0,,1060601,0,0,Active,Drafted,,0,0
Dre'Mont Jones,Broncos,28075,10,47223,7862,21053,13,34DE,Defense,2022,2540000,266600,0,0,0,0,0,0,2806600,0,0,0,0,,0,2540000,0,,1036200,0,0,Active,Drafted,,0,0
Germaine Pratt,Bengals,29407,7,47227,7863,21054,7,ILB,Defense,2022,2540000,263221,0,0,0,0,0,0,2803221,0,0,0,0,,0,2540000,0,,988100,0,0,Active,Drafted,,0,0
David Montgomery,Bears,45719,6,47231,7864,21055,21,RB,Offense,2022,2790000,261545,0,0,0,0,0,0,3051545,0,0,0,0,,0,2790000,0,,940032,0,0,Active,Drafted,,0,0
Devin Singletary,Bills,40485,4,47235,7865,21056,1,RB,Offense,2022,2540000,258956,0,0,0,0,0,0,2798956,0,0,0,0,,0,2540000,0,,885176,0,0,Active,Drafted,,0,0
Terry McLaurin,Commanders,48229,32,47243,7867,21058,20,WR,Offense,2022,2790000,250805,0,0,0,0,0,0,3040805,0,0,0,0,,0,2790000,0,,874000,0,0,Active,Drafted,,0,0
Michael Deiter,Dolphins,38554,17,47251,7869,21060,3,C,Offense,2022,2540000,246312,0,0,0,0,0,0,2786312,0,0,0,0,,0,2540000,0,,869000,0,0,Active,Drafted,,0,0
David Long,Rams,27377,26,47255,7870,21061,30,CB,Defense,2022,965000,243265,0,0,0,0,0,0,1208265,,,0,0,,0,965000,,,877778,0,0,Active,Drafted,,0,0
Sione Takitaki,Browns,12666,8,47259,7871,21062,6,ILB,Defense,2022,965000,240219,0,0,0,0,0,0,1205219,0,0,0,0,,0,965000,0,,850000,0,0,Active,Drafted,,0,0
Will Harris,Lions,51336,11,47263,7872,21063,22,S,Defense,2022,2510000,238061,0,0,30000,0,0,0,2778061,0,0,0,0,,0,2540000,0,,818000,0,0,Active,Drafted,,0,0
Nate Davis,Titans,46808,31,47267,7873,21064,12,RG,Offense,2022,2790000,233670,0,0,0,0,0,0,3023670,0,0,0,0,,0,2790000,0,,845000,0,0,Active,Drafted,,0,0
Justin Layne,Steelers,40160,25,47271,7874,21065,8,CB,Defense,2022,965000,230545,0,0,0,0,0,0,1195545,,,0,0,,0,965000,,,843000,0,0,Active,Drafted,,0,0
Khalen Saunders,Chiefs,31534,16,47275,7875,21066,14,43DT,Defense,2022,965000,228795,0,0,25000,0,0,0,1218795,0,0,0,0,,0,990000,0,,843000,0,0,Active,Drafted,,0,0
Jaylon Ferguson,Ravens,48362,3,47279,7876,21067,5,34OLB,Defense,2022,965000,225827,0,0,0,0,0,0,1190827,0,0,0,0,,0,965000,0,,840000,0,0,Active,Drafted,,0,0
Damien Harris,Patriots,35134,19,47287,7878,21069,2,RB,Offense,2022,965000,221534,0,0,0,0,0,0,1186534,,,0,0,,0,965000,,,838000,0,0,Active,Drafted,,0,0
Cody Barton,Seahawks,50727,29,47291,7879,21070,32,ILB,Defense,2022,965000,221031,0,0,0,0,0,0,1186031,,,0,0,,0,965000,,,837000,0,0,Active,Drafted,,0,0
Bobby Okereke,Colts,50954,14,47295,7880,21071,10,ILB,Defense,2022,2540000,220779,0,0,0,0,0,0,2760779,0,0,0,0,,0,2540000,0,,836000,0,0,Active,Drafted,,0,0
Connor McGovern,Cowboys,41714,9,47299,7881,21072,18,RG,Offense,2022,2540000,220527,0,0,0,0,0,0,2760527,0,0,0,0,,0,2540000,0,,835000,0,0,Active,Drafted,,0,0
Trey Pipkins,Chargers,91462,27,47303,7882,21073,15,LT,Offense,2022,965000,219269,0,0,0,0,0,0,1184269,0,0,0,0,,0,965000,0,,835000,0,0,Active,Drafted,,0,0
Chuma Edoga,Jets,46232,22,47307,7883,21074,4,RT,Offense,2022,965000,216750,0,0,0,0,0,0,1181750,0,0,0,0,,0,965000,0,,830500,0,0,Active,Drafted,,0,0
Jamel Dean,Buccaneers,34918,30,47315,7885,21076,28,CB,Defense,2022,2540000,211713,0,0,0,0,0,0,2751713,0,0,0,0,,0,2540000,0,,828000,0,0,Active,Drafted,,0,0
Oshane Ximines,Giants,48538,21,47319,7886,21077,17,34OLB,Defense,2022,965000,209195,0,0,30000,0,0,0,1204195,0,0,0,0,,0,995000,0,,796000,0,0,Active,Drafted,,0,0
Dawson Knox,Bills,35883,4,47323,7887,21078,1,TE,Offense,2022,2510000,205545,0,0,30000,0,0,0,2745545,0,0,0,0,,0,2540000,0,,825920,0,0,Active,Drafted,,0,0
Bobby Evans,Rams,36800,26,47327,7888,21079,30,RT,Offense,2022,965000,205545,0,0,0,0,0,0,1170545,0,0,0,0,,0,965000,0,,821128,0,0,Active,Drafted,,0,0
Mike Edwards,Buccaneers,51282,30,47335,7890,21081,28,S,Defense,2022,2540000,205545,0,0,0,0,0,0,2745545,0,0,0,0,,0,2540000,0,,815564,0,0,Active,Drafted,,0,0
Yodny Cajuste,Patriots,46297,19,47343,7892,21083,2,LT,Offense,2022,825000,205545,0,0,0,0,0,0,1030545,0,0,0,0,,0,825000,0,,810000,0,0,Active,Drafted,,0,0
Alexander Mattison,Vikings,45817,18,47347,7893,21084,24,RB,Offense,2022,965000,205543,0,0,0,0,0,0,1170545,0,0,0,0,,0,965000,0,,810800,0,0,Active,Drafted,,0,0
"Chauncey Gardner-Johnson, Jr.",Saints,49371,20,47359,7896,21087,27,CB,Defense,2022,2540000,196775,0,0,0,0,0,0,2736775,0,0,0,0,,0,2540000,0,,765000,0,0,Active,Drafted,,0,0
Anthony Nelson,Buccaneers,48405,30,47367,7898,21089,28,34OLB,Defense,2022,965000,193760,0,0,0,0,0,0,1158760,,,0,0,,0,965000,,,765000,0,0,Active,Drafted,,0,0
Julian Love,Giants,51081,21,47371,7899,21090,17,S,Defense,2022,2540000,192715,0,0,0,0,0,0,2732715,0,0,0,0,,0,2540000,0,,765000,0,0,Active,Drafted,,0,0
Mitch Wishnowsky,49ers,44663,28,47379,7901,21092,31,P,Special,2022,965000,191018,0,0,0,0,0,0,1156018,0,0,0,0,,0,965000,0,,765000,0,0,Active,Drafted,,0,0
Justice Hill,Ravens,45865,3,47391,7904,21095,5,RB,Offense,2022,895000,185414,0,0,0,0,0,0,1080414,0,0,0,0,,0,895000,0,,765000,0,0,Active,Drafted,,0,0
Amani Hooker,Titans,51378,31,47403,7907,21098,12,S,Defense,2022,2540000,184072,0,0,0,0,0,0,2724072,0,0,0,0,,0,2540000,0,,765000,0,0,Active,Drafted,,0,0
Austin Bryant,Lions,36248,11,47407,7908,21099,22,43DE,Defense,2022,965000,183158,0,0,0,0,0,0,1148158,,,0,0,,0,965000,,,765000,0,0,Active,Drafted,,0,0
Trevon Wesco,Jets,42018,22,47423,7912,21103,4,TE,Offense,2022,965000,176643,0,0,0,0,0,0,1141643,0,0,0,0,,0,965000,0,,765000,0,0,Active,Drafted,,0,0
Benjamin Snell Jr.,Steelers,45954,25,47427,7913,21104,8,RB,Offense,2022,965000,175517,0,0,0,0,0,0,1140517,,,0,0,,0,965000,,,765000,0,0,Active,Drafted,,0,0
Ben Powers,Ravens,41482,3,47431,7914,21105,5,LG,Offense,2022,2540000,174383,0,0,0,0,0,0,2714383,0,0,0,0,,0,2540000,0,,765000,0,0,Active,Drafted,,0,0
Iman Marshall,Ravens,49485,3,47447,7918,21109,5,CB,Defense,2022,825000,168943,0,0,0,0,0,0,993943,0,0,0,0,,0,825000,0,,765000,0,0,Active,Drafted,,0,0
Tony Pollard,Cowboys,27126,9,47451,7919,21110,18,RB,Offense,2022,965000,167582,0,0,0,0,0,0,1132582,,,0,0,,0,965000,,,765000,0,0,Active,Drafted,,0,0
Drue Tranquill,Chargers,51276,27,47459,7921,21112,15,ILB,Defense,2022,2540000,164702,0,0,0,0,0,0,2704702,0,0,0,0,,0,2540000,0,,765000,0,0,Active,Drafted,,0,0
Ugochukwu Amadi,Seahawks,49352,29,47467,7923,21114,32,CB,Defense,2022,2540000,161299,0,0,0,0,0,0,2701299,0,0,0,0,,0,2540000,0,,765000,0,0,Active,Drafted,,0,0
Greg Gaines,Rams,48706,26,47475,7925,21116,30,34DE,Defense,2022,2540000,156653,0,0,0,0,0,0,2696653,0,0,0,0,,0,2540000,0,,765000,0,0,Active,Drafted,,0,0
Foster Moreau,Raiders,47043,23,47487,7928,21119,16,TE,Offense,2022,2540000,122098,0,0,0,0,0,0,2662098,0,0,0,0,,0,2540000,0,,765000,0,0,Active,Drafted,,0,0
Deionte Thompson,Cardinals,25444,1,47495,7930,21121,29,S,Defense,2022,965000,87542,0,0,0,0,0,0,1052542,,,0,0,,0,965000,,,765000,0,0,Active,Drafted,,0,0
Zach Gentry,Steelers,36049,25,47503,7932,21123,8,TE,Offense,2022,965000,86115,0,0,0,0,0,0,1051115,,,0,0,,0,965000,,,765000,0,0,Active,Drafted,,0,0
Ben Burr-Kirven,Seahawks,50967,29,47507,7933,21124,32,43OLB,Defense,2022,895000,85730,0,0,0,0,0,0,980730,0,0,0,0,,0,895000,0,,765000,0,0,Active,Drafted,,0,0
Amani Oruwariye,Lions,50533,11,47523,7937,21128,22,CB,Defense,2022,2540000,80834,0,0,0,0,0,0,2620834,0,0,0,0,,0,2540000,0,,765000,0,0,Active,Drafted,,0,0
Dre Greenlaw,49ers,51503,28,47531,7939,21130,31,43OLB,Defense,2022,2540000,80429,0,0,0,0,0,0,2620429,0,0,0,0,,0,2540000,0,,765000,0,0,Active,Drafted,,0,0
Andrew Van Ginkel,Dolphins,30267,17,47543,7942,21133,3,34OLB,Defense,2022,2540000,77991,0,0,0,0,0,0,2617991,0,0,0,0,,0,2540000,0,,765000,0,0,Active,Drafted,,0,0
Byron Cowart,Patriots,50588,19,47575,7950,21141,2,43DT,Defense,2022,965000,75149,0,0,0,0,0,0,1040149,0,0,0,0,,0,965000,0,,765000,0,0,Active,Drafted,,0,0
Jake Bailey,Patriots,33963,19,47591,7954,21145,2,P,Special,2022,3986000,72520,0,0,0,0,0,0,4058520,0,0,0,0,,0,3986000,0,,765000,0,0,Active,Drafted,,0,0
E.J. Speed,Colts,94351,14,47595,7955,21146,10,ILB,Defense,2022,965000,72349,0,0,0,0,0,0,1037349,,,0,0,,0,965000,,,765000,0,0,Active,Drafted,,0,0
Easton Stick,Chargers,29466,27,47603,7957,21148,15,QB,Offense,2022,965000,69655,0,0,0,0,0,0,1034655,0,0,0,0,,0,965000,0,,765000,0,0,Active,Drafted,,0,0
